Year,Units,Value
2010,Percent,99.4
2011,Percent,99.9
2012,Percent,99.8
2013,Percent,99.8
2014,Percent,99.7
2015,Percent,99.5
2016,Percent,99.9
2017,Percent,99.9
2018,Percent,99.9
