Year,Units,Value
2010,Percent,5.8
2011,Percent,5.4
2012,Percent,5.3
2013,Percent,5.2
2014,Percent,5.0
2015,Percent,5.1
2016,Percent,5.0
2017,Percent,4.9
2018,Percent,4.9
