Year,Units,Value
2010,Percent,19.7
2011,Percent,19.6
2012,Percent,19.7
2013,Percent,19.4
2014,Percent,19.4
2015,Percent,19.4
2016,Percent,19.0
2017,Percent,19.1
2018,Percent,19.8
