Year,Value,Units,GeoCode
2010,30671.7,тыс.га,
2011,29320.1,тыс.га,
2012,29320.1,тыс.га,
2013,29320.1,тыс.га,
2014,29320.1,тыс.га,
2015,29320.1,тыс.га,
2016,29320.1,тыс.га,
2017,29320.1,тыс.га,
2018,29320.1,тыс.га,
