Year,Units,Value
2010,Percent,30.48
2011,Percent,28.59
2012,Percent,27.1
2013,Percent,23.7
2014,Percent,20.53
2015,Percent,21.12
2016,Percent,20.84
2017,Percent,19.73
2018,Percent,19.28
