Year,Value,Units
2010,1378.0,quantity
2011,2539.0,quantity
2012,1300.0,quantity
2013,1291.0,quantity
2014,1361.0,quantity
2015,1340.0,quantity
2016,1304.0,quantity
2017,1474.0,quantity
2018,1468.0,quantity
