Year,Units,Value
2011,Percent,50.6
2012,Percent,61.90662401932264
2013,Percent,63.3
2014,Percent,63.9
2015,Percent,72.8660129673921
2016,Percent,76.8
2017,Percent,78.8
2018,Percent,81.3
