Year,Units,Value
2010,Percent,27.2
2011,Percent,38.4
2012,Percent,36.8
2013,Percent,34.6
2014,Percent,32.0
2015,Percent,12.9
2016,Percent,14.1
2017,Percent,18.5
2018,Percent,24.1
