Year,Value,Units
2013,2.195585628012632,Percent
2014,2.32463470864761,Percent
2015,2.2992419279804124,Percent
2016,2.418602433645232,Percent
2017,2.098614851605744,Percent
2018,1.9932211238728923,Percent
2019,2.2,Percent
