Year,Units,Value
2010,thousand ha,12317.8
2011,thousand ha,12452.0
2012,thousand ha,12548.6
2013,thousand ha,12593.9
2014,thousand ha,12627.0
2015,thousand ha,12652.4
2016,thousand ha,12706.8
2017,thousand ha,12903.5
2018,thousand ha,12933.1
