Year,Value,Units
2011,0.4861384507214093,tenge per 1000 US dollars in 2010 prices
2012,0.443292989072438,tenge per 1000 US dollars in 2010 prices
2013,0.4610388251259937,tenge per 1000 US dollars in 2010 prices
2014,0.4162673684542015,tenge per 1000 US dollars in 2010 prices
2015,0.4189583579222953,tenge per 1000 US dollars in 2010 prices
2016,0.42022469286986935,tenge per 1000 US dollars in 2010 prices
2017,0.42022469286986935,tenge per 1000 US dollars in 2010 prices
2018,0.42,tenge per 1000 US dollars in 2010 prices
