Year,Value,Units
2010,-527264178.8,млн.тенге
2011,-568618498.5,млн.тенге
2012,-890308744.0,млн.тенге
2013,-700927751.3,млн.тенге
2014,-1086670436.5,млн.тенге
2015,-915704.8,млн.тенге
2016,-737717.6,млн.тенге
2017,-1455319.8,млн.тенге
