Year,Units,Value
2010,Percent,37.2
2011,Percent,38.5
2012,Percent,39.7
2013,Percent,38.3
2014,Percent,34.8
2015,Percent,37.0
2016,Percent,37.3
2017,Percent,37.0
2018,Percent,41.2
