Year,Units,Value
2010,quantity,1378.0
2011,quantity,2539.0
2012,quantity,1300.0
2013,quantity,1291.0
2014,quantity,1361.0
2015,quantity,1340.0
2016,quantity,1304.0
2017,quantity,1474.0
2018,quantity,1468.0
