Year,Units,Value
2010,Percent,7.690001499025633
2011,Percent,13.97554930634974
2012,Percent,17.047665099320813
2013,Percent,21.061498838234826
2014,Percent,16.631498921694874
2015,Percent,17.88771145899596
2016,Percent,18.31628830293429
2017,Percent,17.423471483923162
2018,Percent,18.643383535304466
