Year,Units,Value
2010,Percent,6.703248580322392
2011,Percent,6.845508474323473
2012,Percent,5.728223612191572
2013,Percent,4.766421283974449
2014,Percent,4.9899727329014025
2015,Percent,5.155362240749481
2016,Percent,5.538490654915606
2017,Percent,4.557549073815523
2018,Percent,5.6
