Year,Units,Value
2010,пайыз,48.0
2011,пайыз,54.0
2012,пайыз,65.0
2013,пайыз,79.0
2014,пайыз,91.0
2015,пайыз,98.0
2016,пайыз,100.0
2017,пайыз,100.0
2018,пайыз,100.0
