Year,Units,Value
2010,пайыз,7.690001499025633
2011,пайыз,13.97554930634974
2012,пайыз,17.047665099320813
2013,пайыз,21.061498838234826
2014,пайыз,16.631498921694874
2015,пайыз,17.88771145899596
2016,пайыз,18.31628830293429
2017,пайыз,17.423471483923162
2018,пайыз,18.643383535304466
