Year,Units,Value
2013,пайыз,2.195585628012632
2014,пайыз,2.32463470864761
2015,пайыз,2.2992419279804124
2016,пайыз,2.418602433645232
2017,пайыз,2.098614851605744
2018,пайыз,1.9932211238728923
2019,пайыз,2.2
