Year,Units,Вид частиц РМ,Город,Value
2019,мг/метр куб,взвешенные частицы РМ-10,г_Атырау,0.0236
2019,мг/метр куб,взвешенные частицы РМ-10,г_Усть-Каменогорск,0.05
2019,мг/метр куб,взвешенные частицы РМ-10,г_Риддер,0.04
2019,мг/метр куб,взвешенные частицы РМ-10,г_Семей,0.016
2019,мг/метр куб,взвешенные частицы РМ-10,п_Глубокое,0.001
2019,мг/метр куб,взвешенные частицы РМ-10,г_Зыряновск,2e-05
2019,мг/метр куб,взвешенные частицы РМ-10,г_Тараз,0.03
2019,мг/метр куб,взвешенные частицы РМ-10,г_Жанатас,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г_Каратау,0.06
2019,мг/метр куб,взвешенные частицы РМ-10,г_Чу,0.01
2019,мг/метр куб,взвешенные частицы РМ-10,п_Кордай,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г_Уральск,0.01
2019,мг/метр куб,взвешенные частицы РМ-10,г_Аксай,0.005
2019,мг/метр куб,взвешенные частицы РМ-10,г_Караганда,0.059000000000000004
2019,мг/метр куб,взвешенные частицы РМ-10,г_Балхаш,0.049
2019,мг/метр куб,взвешенные частицы РМ-10,г_Жезказган,0.018000000000000002
2019,мг/метр куб,взвешенные частицы РМ-10,г_Сарань,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г_Темиртау,0.044000000000000004
2019,мг/метр куб,взвешенные частицы РМ-10,г_Костанай,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г_Рудный,0.0
2019,мг/метр куб,взвешенные частицы РМ-10,п_Карабалык,0.0053
2019,мг/метр куб,взвешенные частицы РМ-10,г_Кызылорда,0.001
2019,мг/метр куб,взвешенные частицы РМ-10,п_Торетам,2.0
2019,мг/метр куб,взвешенные частицы РМ-10,г_Актау,0.11
2019,мг/метр куб,взвешенные частицы РМ-10,г_Жанаозен,0.023
2019,мг/метр куб,взвешенные частицы РМ-10,г_Павлодар,0.0411
2019,мг/метр куб,взвешенные частицы РМ-10,г_Экибастуз,0.0782
2019,мг/метр куб,взвешенные частицы РМ-10,г_Петропавловск,0.009000000000000001
2019,мг/метр куб,взвешенные частицы РМ-10,г_Шымкент,0.04
