Year,Units,Value
2013,процент,2.195585628012632
2014,процент,2.32463470864761
2015,процент,2.2992419279804124
2016,процент,2.418602433645232
2017,процент,2.098614851605744
2018,процент,1.9932211238728923
2019,процент,2.2
