Year,Units,Регионы,Value
2012,человек на 1 000 000 жителей,Алматинская,108.93200982670473
2012,человек на 1 000 000 жителей,Атырауская,738.9100657646713
2012,человек на 1 000 000 жителей,Западно-Казахстанская,178.52324118356586
2012,человек на 1 000 000 жителей,Жамбылская,155.75778788939448
2012,человек на 1 000 000 жителей,Карагандинская,603.5109488353562
2012,человек на 1 000 000 жителей,Костанайская,123.949283762712
2012,человек на 1 000 000 жителей,Кызылординская,75.85493091783076
2012,человек на 1 000 000 жителей,Мангистауская,664.536557592869
2012,человек на 1 000 000 жителей,Южно-Казахстанская,165.8424229068573
2012,человек на 1 000 000 жителей,Павлодарская,231.44039434149892
2012,человек на 1 000 000 жителей,Северо-Казахстанская,205.79781894192558
2012,человек на 1 000 000 жителей,Восточно-Казахстанская,489.0273949420751
2012,человек на 1 000 000 жителей,г_Нур-Султан,3111.218057451223
2012,человек на 1 000 000 жителей,г_Алматы,2472.1856881883473
2013,человек на 1 000 000 жителей,,736.8326822438959
2013,человек на 1 000 000 жителей,Акмолинская,697.7076778490581
2013,человек на 1 000 000 жителей,Актюбинская,161.50981770327058
2013,человек на 1 000 000 жителей,Алматинская,211.2985589880867
2013,человек на 1 000 000 жителей,Атырауская,530.7071048858892
2013,человек на 1 000 000 жителей,Западно-Казахстанская,391.4254883960638
2013,человек на 1 000 000 жителей,Жамбылская,142.468922834672
2013,человек на 1 000 000 жителей,Карагандинская,398.06238828649595
2013,человек на 1 000 000 жителей,Костанайская,186.54419664252242
2013,человек на 1 000 000 жителей,Кызылординская,134.70920296941256
2013,человек на 1 000 000 жителей,Мангистауская,786.01108033241
2013,человек на 1 000 000 жителей,Южно-Казахстанская,286.4855116382891
2013,человек на 1 000 000 жителей,Павлодарская,438.5286336456488
2013,человек на 1 000 000 жителей,Северо-Казахстанская,225.51927756298653
2013,человек на 1 000 000 жителей,Восточно-Казахстанская,603.5598194843312
2013,человек на 1 000 000 жителей,г_Нур-Султан,2044.4013552987506
2013,человек на 1 000 000 жителей,г_Алматы,3702.687148612156
2014,человек на 1 000 000 жителей,,799.3216215489273
2014,человек на 1 000 000 жителей,Акмолинская,462.2965251342913
2014,человек на 1 000 000 жителей,Актюбинская,200.17872662793846
2014,человек на 1 000 000 жителей,Алматинская,213.44431156498013
2014,человек на 1 000 000 жителей,Атырауская,484.1370668801448
2014,человек на 1 000 000 жителей,Западно-Казахстанская,158.8339419841485
2014,человек на 1 000 000 жителей,Жамбылская,160.79836617865203
2014,человек на 1 000 000 жителей,Карагандинская,568.5316873985545
2014,человек на 1 000 000 жителей,Костанайская,199.6895382562399
2014,человек на 1 000 000 жителей,Кызылординская,171.28371679234257
2014,человек на 1 000 000 жителей,Мангистауская,782.0650872412863
2014,человек на 1 000 000 жителей,Южно-Казахстанская,245.06607546513646
2014,человек на 1 000 000 жителей,Павлодарская,388.06714089141167
2014,человек на 1 000 000 жителей,Северо-Казахстанская,214.32790775884445
2014,человек на 1 000 000 жителей,Восточно-Казахстанская,560.3232283839942
2014,человек на 1 000 000 жителей,г_Нур-Султан,2557.235928988461
2014,человек на 1 000 000 жителей,г_Алматы,4555.707829731662
2015,человек на 1 000 000 жителей,,778.4364713375955
2015,человек на 1 000 000 жителей,Акмолинская,521.6545800753555
2015,человек на 1 000 000 жителей,Актюбинская,212.86814483722338
2015,человек на 1 000 000 жителей,Алматинская,332.9060535891498
2015,человек на 1 000 000 жителей,Атырауская,530.045071859852
2015,человек на 1 000 000 жителей,Западно-Казахстанская,370.3920014900918
2015,человек на 1 000 000 жителей,Жамбылская,194.68251044025126
2015,человек на 1 000 000 жителей,Карагандинская,616.157038971643
2015,человек на 1 000 000 жителей,Костанайская,225.06253625290023
2015,человек на 1 000 000 жителей,Кызылординская,110.9047073238212
2015,человек на 1 000 000 жителей,Мангистауская,849.5350254860507
2015,человек на 1 000 000 жителей,Южно-Казахстанская,232.38444734698987
2015,человек на 1 000 000 жителей,Павлодарская,336.7697049897384
2015,человек на 1 000 000 жителей,Северо-Казахстанская,158.04819243331136
2015,человек на 1 000 000 жителей,Восточно-Казахстанская,612.4484324466843
2015,человек на 1 000 000 жителей,г_Нур-Султан,2474.933174451196
2015,человек на 1 000 000 жителей,г_Алматы,3823.157038583103
2016,человек на 1 000 000 жителей,,695.1147447841428
2016,человек на 1 000 000 жителей,Акмолинская,513.6638923226318
2016,человек на 1 000 000 жителей,Актюбинская,199.58488248651585
2016,человек на 1 000 000 жителей,Алматинская,261.3828079051319
2016,человек на 1 000 000 жителей,Атырауская,441.74902665468704
2016,человек на 1 000 000 жителей,Западно-Казахстанская,614.3174927962007
2016,человек на 1 000 000 жителей,Жамбылская,179.61812281452038
2016,человек на 1 000 000 жителей,Карагандинская,385.5403924924048
2016,человек на 1 000 000 жителей,Костанайская,205.1232600088489
2016,человек на 1 000 000 жителей,Кызылординская,118.16408789494216
2016,человек на 1 000 000 жителей,Мангистауская,891.935872614796
2016,человек на 1 000 000 жителей,Южно-Казахстанская,185.33062634058732
2016,человек на 1 000 000 жителей,Павлодарская,420.62327461982255
2016,человек на 1 000 000 жителей,Северо-Казахстанская,115.82725303514715
2016,человек на 1 000 000 жителей,Восточно-Казахстанская,603.78634600666
2016,человек на 1 000 000 жителей,г_Нур-Султан,2190.7833841658376
2016,человек на 1 000 000 жителей,г_Алматы,3274.5100423442004
2017,человек на 1 000 000 жителей,,667.6820911846337
2017,человек на 1 000 000 жителей,Акмолинская,562.2570100562542
2017,человек на 1 000 000 жителей,Актюбинская,201.48057696710683
2017,человек на 1 000 000 жителей,Алматинская,220.11916789435557
2017,человек на 1 000 000 жителей,Атырауская,503.8218157777322
2017,человек на 1 000 000 жителей,Западно-Казахстанская,323.9266089224178
2017,человек на 1 000 000 жителей,Жамбылская,180.6024381329148
2017,человек на 1 000 000 жителей,Карагандинская,490.0856665576172
2017,человек на 1 000 000 жителей,Костанайская,196.95113263997717
2017,человек на 1 000 000 жителей,Кызылординская,113.60277581443168
2017,человек на 1 000 000 жителей,Мангистауская,879.735285947349
2017,человек на 1 000 000 жителей,Южно-Казахстанская,178.35226638787074
2017,человек на 1 000 000 жителей,Павлодарская,336.66960343098737
2017,человек на 1 000 000 жителей,Северо-Казахстанская,76.44284079280925
2017,человек на 1 000 000 жителей,Восточно-Казахстанская,603.9132993330718
2017,человек на 1 000 000 жителей,г_Нур-Султан,2007.2701206229026
2017,человек на 1 000 000 жителей,г_Алматы,3098.815185883545
2018,человек на 1 000 000 жителей,,668.4995534144155
2018,человек на 1 000 000 жителей,Акмолинская,506.69733047540865
2018,человек на 1 000 000 жителей,Актюбинская,191.39165935295028
2018,человек на 1 000 000 жителей,Алматинская,254.11893020358158
2018,человек на 1 000 000 жителей,Атырауская,604.9861495844875
2018,человек на 1 000 000 жителей,Западно-Казахстанская,429.1084408567391
2018,человек на 1 000 000 жителей,Жамбылская,191.165677217521
2018,человек на 1 000 000 жителей,Карагандинская,475.34115649796615
2018,человек на 1 000 000 жителей,Костанайская,214.16017172163757
2018,человек на 1 000 000 жителей,Кызылординская,100.61553480529196
2018,человек на 1 000 000 жителей,Мангистауская,853.691700360698
2018,человек на 1 000 000 жителей,Павлодарская,329.5006916518582
2018,человек на 1 000 000 жителей,Северо-Казахстанская,69.64327585726721
2018,человек на 1 000 000 жителей,Туркестанская,42.27222820136264
2018,человек на 1 000 000 жителей,Восточно-Казахстанская,641.6167560616767
2018,человек на 1 000 000 жителей,г_Нур-Султан,1776.799096806437
2018,человек на 1 000 000 жителей,г_Алматы,3235.311893484992
2018,человек на 1 000 000 жителей,г_Шымкент,229.07769307015502
2019,человек на 1 000 000 жителей,,638.2072320279178
2019,человек на 1 000 000 жителей,Акмолинская,536.9539666594818
2019,человек на 1 000 000 жителей,Актюбинская,222.00803066086215
2019,человек на 1 000 000 жителей,Алматинская,228.88347262043732
2019,человек на 1 000 000 жителей,Атырауская,593.8680543393959
2019,человек на 1 000 000 жителей,Западно-Казахстанская,387.6660596653752
2019,человек на 1 000 000 жителей,Жамбылская,220.17787314789365
2019,человек на 1 000 000 жителей,Карагандинская,486.8016203735628
2019,человек на 1 000 000 жителей,Костанайская,204.8417773857434
2019,человек на 1 000 000 жителей,Кызылординская,76.33931756480206
2019,человек на 1 000 000 жителей,Мангистауская,856.9391006787248
2019,человек на 1 000 000 жителей,Павлодарская,457.8419173159489
2019,человек на 1 000 000 жителей,Северо-Казахстанская,70.78943361201955
2019,человек на 1 000 000 жителей,Туркестанская,38.30494254258619
2019,человек на 1 000 000 жителей,Восточно-Казахстанская,580.8689855334038
2019,человек на 1 000 000 жителей,г_Нур-Султан,1688.0616290516314
2019,человек на 1 000 000 жителей,г_Алматы,2843.1877370092047
2019,человек на 1 000 000 жителей,г_Шымкент,235.6347778175061
