Value,kk,en,Disaggregation combinations using this value,Number of indicators
беднейший,ең кедей,extreme poverty,3,3
богатейший,ең бай,wealthy,3,3
второй,екінші,second,3,3
средний,орташа,third,3,3
четвертый,төртінші,fourth,3,3
