Indicator,Disaggregation combinations using this value
#1-1-1,42
#1-2-1,1
#11-3-1,16
#16-2-1,1
#2-1-1,1
#5-b-1,42
#6-1-1,1
#8-3-1,16
#8-5-2,16
#8-6-1,16
#8-7-1,16
#9-2-2,16
