Indicator,Disaggregation combinations using this value
#1-1-1,3
#1-2-1,1
#1-4-2,15
#1-5-1,14
#16-1-4,3
#17-8-1,1
#2-2-1,1
#2-2-2,1
#3-4-1,1
#3-4-2,68
#3-6-1,68
#3-9-2,68
#3-9-3,68
#4-1-1,55
#4-2-1,1
#4-2-2-1,1
#4-2-2,19
#4-3-1-2,54
#4-3-1-3,54
#5-4-1,1
#5-b-1,45
#8-3-1,19
#8-5-1,40
#8-5-2,19
#8-6-1,19
#8-7-1,19
#9-2-2,19
