Indicator,Disaggregation combinations using this value
#1-1-1,44
#1-2-1,1
#11-3-1,19
#16-2-1,1
#2-1-1,1
#5-b-1,48
#6-1-1,1
#8-3-1,19
#8-5-2,20
#8-6-1,19
#8-7-1,20
#9-2-2,19
