Indicator,Disaggregation combinations using this value
#17-8-1,1
#2-2-1,1
#2-2-2,1
#3-2-1,57
#3-2-2-1,71
#3-2-2,71
#3-3-2,1
#3-4-2,71
#3-6-1,71
#3-7-1,1
#3-7-2,49
#3-9-2,71
#3-9-3,71
