Year,Value,Units
2010,27.208284564083492,процент
2011,27.407385368840586,процент
2012,28.50209020109739,процент
2013,28.45558017446005,процент
2014,26.248224076767467,процент
2015,25.836666270579382,процент
2016,26.79929100574212,процент
2017,22.63874740436675,процент
2018,26.6,процент
