Year,Value,Units
2010,0.12,на 100 000 человек
2011,0.12,на 100 000 человек
2012,0.13,на 100 000 человек
2013,0.15,на 100 000 человек
2014,1.3,на 100 000 человек
2015,0.2,на 100 000 человек
2016,0.83,на 100 000 человек
2017,0.86,на 100 000 человек
2018,0.81,на 100 000 человек
