Year,Value,Units
2010,-527264.1788,млн.тенге
2011,-568618.4985,млн.тенге
2012,-890308.7440000001,млн.тенге
2013,-700927.7513,млн.тенге
2014,-1086670.4365,млн.тенге
2015,-915704.8,млн.тенге
2016,-737717.6,млн.тенге
2017,-1455319.8,млн.тенге
2018,-833072.3,млн.тенге
2019,-1285306.718378,млн.тенге
