Year,Value,Units,GeoCode
2010,5.724655114193832,процент,
2011,5.1160227566437175,процент,
2012,5.895514825699013,процент,
2013,5.755110647925178,процент,
2014,6.96335857005814,процент,
2015,7.873647499522124,процент,
2016,7.199852173571244,процент,
2017,6.360494998547763,процент,
2018,6.0,процент,
