Year,Value,Units
2010,13.449512659178328,"Доля к ВВП, в процентах"
2011,14.10023908200086,"Доля к ВВП, в процентах"
2012,13.204390372567033,"Доля к ВВП, в процентах"
2013,13.275371720225834,"Доля к ВВП, в процентах"
2014,12.9,"Доля к ВВП, в процентах"
2015,11.9,"Доля к ВВП, в процентах"
2016,12.8,"Доля к ВВП, в процентах"
2017,12.8,"Доля к ВВП, в процентах"
2018,13.4,"Доля к ВВП, в процентах"
