Year,Value,Units
2010,1378.0,количество
2011,2539.0,количество
2012,1300.0,количество
2013,1291.0,количество
2014,1361.0,количество
2015,1340.0,количество
2016,1304.0,количество
2017,1474.0,количество
2018,1468.0,количество
