Year,Units,Value
2010,пайыз,27.2
2011,пайыз,38.4
2012,пайыз,36.8
2013,пайыз,34.6
2014,пайыз,32.0
2015,пайыз,12.9
2016,пайыз,14.1
2017,пайыз,18.5
2018,пайыз,24.1
