Year,Units,Value
2010,100 000 халыққа,20.71
2011,100 000 халыққа,19.33
2012,100 000 халыққа,19.11
2013,100 000 халыққа,19.08
2014,100 000 халыққа,16.28
2015,100 000 халыққа,15.16
2016,100 000 халыққа,15.27
2017,100 000 халыққа,13.04
2018,100 000 халыққа,13.2
