Year,Units,Value
2010,мың теңге,428.8
2011,мың теңге,641.6
2012,мың теңге,612.2
2013,мың теңге,781.9
2014,мың теңге,1070.2
2015,мың теңге,1242.3
2016,мың теңге,1401.9
2017,мың теңге,1636.2
2018,мың теңге,1913.9
