Year,Value,Units
2011,0.4861384507214093,мбт 2010 жылғы мың АҚШ доллар бағасында
2012,0.443292989072438,мбт 2010 жылғы мың АҚШ доллар бағасында
2013,0.4610388251259937,мбт 2010 жылғы мың АҚШ доллар бағасында
2014,0.4162673684542015,мбт 2010 жылғы мың АҚШ доллар бағасында
2015,0.4189583579222953,мбт 2010 жылғы мың АҚШ доллар бағасында
2016,0.42022469286986935,мбт 2010 жылғы мың АҚШ доллар бағасында
2017,0.42022469286986935,мбт 2010 жылғы мың АҚШ доллар бағасында
2018,0.42,мбт 2010 жылғы мың АҚШ доллар бағасында
