Year,Units,Value
2010,пайыз,0.9
2011,пайыз,0.8
2012,пайыз,0.6
2013,пайыз,0.5
2014,пайыз,0.4
2015,пайыз,0.3
2016,пайыз,0.2
2017,пайыз,0.2
2018,пайыз,0.1
