Year,Value,Units,GeoCode
2010,107786.0,адам,
2011,134568.0,адам,
2012,114150.0,адам,
2013,111466.0,адам,
2014,120609.0,адам,
2015,108673.0,адам,
2016,77947.0,адам,
2017,68392.0,адам,
2018,68339.0,адам,
