Year,Units,Value
2010,пайыз,6.5
2011,пайыз,5.5
2012,пайыз,3.8
2013,пайыз,2.9
2014,пайыз,2.8
2015,пайыз,2.7
2016,пайыз,2.6
2017,пайыз,2.6
2018,пайыз,4.3
