Year,Units,Value
2010,пайыз,109.6
2011,пайыз,110.4
2012,пайыз,105.2
2013,пайыз,96.3
2014,пайыз,105.3
2015,пайыз,91.2
2016,пайыз,110.9
2017,пайыз,130.3
2018,пайыз,104.5
