Year,Units,Value
2011,пайыз,3.0
2012,пайыз,1.8
2013,пайыз,1.2
2014,пайыз,1.3
2015,пайыз,3.1
2016,пайыз,4.5
2017,пайыз,3.6
2018,пайыз,4.6
