Year,Units,Value
2010,пайыз,5.8
2011,пайыз,5.4
2012,пайыз,5.3
2013,пайыз,5.2
2014,пайыз,5.0
2015,пайыз,5.1
2016,пайыз,5.0
2017,пайыз,4.9
2018,пайыз,4.9
