Year,Value,Units
2010,13.449512659178328,"ЖІӨ үлесіне, пайызбен"
2011,14.10023908200086,"ЖІӨ үлесіне, пайызбен"
2012,13.204390372567033,"ЖІӨ үлесіне, пайызбен"
2013,13.275371720225834,"ЖІӨ үлесіне, пайызбен"
2014,12.9,"ЖІӨ үлесіне, пайызбен"
2015,11.9,"ЖІӨ үлесіне, пайызбен"
2016,12.8,"ЖІӨ үлесіне, пайызбен"
2017,12.8,"ЖІӨ үлесіне, пайызбен"
2018,13.4,"ЖІӨ үлесіне, пайызбен"
