Year,Units,Value
2010,пайыз,4.1
2011,пайыз,4.0
2012,пайыз,4.2
2013,пайыз,4.1
2014,пайыз,4.9
2015,пайыз,5.1
2016,пайыз,4.8
2017,пайыз,5.2
