Year,Value,Units
2010,2.62,100 000 адамға
2011,1.76,100 000 адамға
2012,1.24,100 000 адамға
2013,1.01,100 000 адамға
2014,0.77,100 000 адамға
2015,0.95,100 000 адамға
2016,0.54,100 000 адамға
2017,0.54,100 000 адамға
2018,0.58,100 000 адамға
2019,0.6,100 000 адамға
