Year,Units,Value
2010,пайыз,30.48
2011,пайыз,28.59
2012,пайыз,27.1
2013,пайыз,23.7
2014,пайыз,20.53
2015,пайыз,21.12
2016,пайыз,20.84
2017,пайыз,19.73
2018,пайыз,19.28
