Year,Value,Units
2010,1.97,100 000 адамға
2011,1.95,100 000 адамға
2012,1.96,100 000 адамға
2013,1.24,100 000 адамға
2014,1.97,100 000 адамға
2015,1.3,100 000 адамға
2016,1.6,100 000 адамға
2017,2.08,100 000 адамға
2018,2.45,100 000 адамға
