Year,Value,Units
2013,2.195585628012632,пайыз
2014,2.32463470864761,пайыз
2015,2.2992419279804124,пайыз
2016,2.418602433645232,пайыз
2017,2.098614851605744,пайыз
2018,1.9932211238728923,пайыз
2019,2.2,пайыз
