Year,Units,Value
2010,пайыз,14.9
2011,пайыз,17.8
2012,пайыз,21.5
2013,пайыз,23.0
2014,пайыз,16.22
2015,пайыз,9.3
2016,пайыз,7.41
2017,пайыз,4.38
2018,пайыз,3.6
