Year,Units,Value
2010,пайыз,37.2
2011,пайыз,38.5
2012,пайыз,39.7
2013,пайыз,38.3
2014,пайыз,34.8
2015,пайыз,37.0
2016,пайыз,37.3
2017,пайыз,37.0
2018,пайыз,41.2
