Year,Units,Пол,Регионы,Местность,Value
2012,на 1000 родившихся,мальчики,Алматинская,село,8.937548877220424
2012,на 1000 родившихся,мальчики,Атырауская,село,9.859885832900883
2012,на 1000 родившихся,мальчики,Западно-Казахстанская,село,10.730356524749048
2012,на 1000 родившихся,мальчики,Жамбылская,село,10.964912280701753
2012,на 1000 родившихся,мальчики,Карагандинская,село,4.418262150220913
2012,на 1000 родившихся,мальчики,Костанайская,село,8.982035928143713
2012,на 1000 родившихся,мальчики,Кызылординская,село,14.767932489451477
2012,на 1000 родившихся,мальчики,Мангистауская,село,10.79295154185022
2012,на 1000 родившихся,мальчики,Южно-Казахстанская,село,9.315398514354548
2012,на 1000 родившихся,мальчики,Павлодарская,село,6.695361071257771
2012,на 1000 родившихся,мальчики,Северо-Казахстанская,село,9.140008309098464
2012,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,13.1521262604121
2012,на 1000 родившихся,девочки,,,7.890907130922224
2012,на 1000 родившихся,девочки,Акмолинская,,7.380629612893508
2012,на 1000 родившихся,девочки,Актюбинская,,8.32667959393179
2012,на 1000 родившихся,девочки,Алматинская,,5.817739764685451
2012,на 1000 родившихся,девочки,Атырауская,,11.556139198949442
2012,на 1000 родившихся,девочки,Западно-Казахстанская,,4.841402337228715
2012,на 1000 родившихся,девочки,Жамбылская,,7.307637197306204
2012,на 1000 родившихся,девочки,Карагандинская,,6.222147481711931
2012,на 1000 родившихся,девочки,Костанайская,,7.420003091667955
2012,на 1000 родившихся,девочки,Кызылординская,,11.881392705858044
2012,на 1000 родившихся,девочки,Мангистауская,,8.673653776653415
2012,на 1000 родившихся,девочки,Южно-Казахстанская,,8.440670091117937
2012,на 1000 родившихся,девочки,Павлодарская,,4.800768122899664
2012,на 1000 родившихся,девочки,Северо-Казахстанская,,5.869922517022775
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,,11.325028312570781
2012,на 1000 родившихся,девочки,г_Нур-Султан,,5.799240826655419
2012,на 1000 родившихся,девочки,г_Алматы,,8.709727146600894
2012,на 1000 родившихся,девочки,,город,8.41633466135458
2012,на 1000 родившихся,девочки,Акмолинская,город,8.938869665513264
2012,на 1000 родившихся,девочки,Актюбинская,город,10.66477070742979
2012,на 1000 родившихся,девочки,Алматинская,город,7.29419937478291
2012,на 1000 родившихся,девочки,Атырауская,город,11.363636363636363
2012,на 1000 родившихся,девочки,Западно-Казахстанская,город,3.926306251887647
2012,на 1000 родившихся,девочки,Жамбылская,город,9.16955017301038
2012,на 1000 родившихся,девочки,Карагандинская,город,6.105398457583547
2012,на 1000 родившихся,девочки,Костанайская,город,6.9599109131403125
2012,на 1000 родившихся,девочки,Кызылординская,город,11.529933481152993
2012,на 1000 родившихся,девочки,Мангистауская,город,7.870017771007871
2012,на 1000 родившихся,девочки,Южно-Казахстанская,город,9.38207699773536
2012,на 1000 родившихся,девочки,Павлодарская,город,4.433037797480168
2012,на 1000 родившихся,девочки,Северо-Казахстанская,город,8.060182697474476
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,город,12.606232294617563
2012,на 1000 родившихся,девочки,г_Нур-Султан,город,5.799240826655419
2012,на 1000 родившихся,девочки,г_Алматы,город,8.709727146600894
2012,на 1000 родившихся,девочки,,село,7.271232233055327
2012,на 1000 родившихся,девочки,Акмолинская,село,5.676442762535478
2012,на 1000 родившихся,девочки,Актюбинская,село,4.138809296402419
2012,на 1000 родившихся,девочки,Алматинская,село,5.32561505065123
2012,на 1000 родившихся,девочки,Атырауская,село,11.76470588235294
2012,на 1000 родившихся,девочки,Западно-Казахстанская,село,5.9723777528928705
2012,на 1000 родившихся,девочки,Жамбылская,село,5.99168500855955
2012,на 1000 родившихся,девочки,Карагандинская,село,6.64841611263199
2012,на 1000 родившихся,девочки,Костанайская,село,7.994438651372959
2012,на 1000 родившихся,девочки,Кызылординская,село,12.188044109112013
2012,на 1000 родившихся,девочки,Мангистауская,село,9.399358092618064
2012,на 1000 родившихся,девочки,Южно-Казахстанская,село,7.8158550201838
2012,на 1000 родившихся,девочки,Павлодарская,село,5.603667855323485
2012,на 1000 родившихся,девочки,Северо-Казахстанская,село,4.170141784820684
2012,на 1000 родившихся,девочки,Восточно-Казахстанская,село,9.278117221090746
2013,на 1000 родившихся,мальчики и девочки,,,7.134815212675853
2013,на 1000 родившихся,мальчики и девочки,Акмолинская,,8.088978766430738
2013,на 1000 родившихся,мальчики и девочки,Актюбинская,,7.463880151410141
2013,на 1000 родившихся,мальчики и девочки,Алматинская,,5.611139762764311
2013,на 1000 родившихся,мальчики и девочки,Атырауская,,5.726735138499844
2013,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,,5.34465141869056
2013,на 1000 родившихся,мальчики и девочки,Жамбылская,,9.278814527576776
2013,на 1000 родившихся,мальчики и девочки,Карагандинская,,6.320907617504052
2013,на 1000 родившихся,мальчики и девочки,Костанайская,,6.677411927239235
2013,на 1000 родившихся,мальчики и девочки,Кызылординская,,8.590017281691573
2013,на 1000 родившихся,мальчики и девочки,Мангистауская,,6.331186551686497
2013,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,,7.953254341827625
2013,на 1000 родившихся,мальчики и девочки,Павлодарская,,4.349484929416253
2013,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,,5.957247985048475
2013,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,,9.331872946330778
2013,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,,5.343441724515894
2013,на 1000 родившихся,мальчики и девочки,г_Алматы,,7.908901175350591
2013,на 1000 родившихся,мальчики и девочки,,город,7.622395323402568
2013,на 1000 родившихся,мальчики и девочки,Акмолинская,город,9.506833036244801
2013,на 1000 родившихся,мальчики и девочки,Актюбинская,город,7.5243313977263435
2013,на 1000 родившихся,мальчики и девочки,Алматинская,город,6.848743005094797
2013,на 1000 родившихся,мальчики и девочки,Атырауская,город,6.306852637962401
2013,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,город,5.428571428571429
2013,на 1000 родившихся,мальчики и девочки,Жамбылская,город,13.869005010737295
2013,на 1000 родившихся,мальчики и девочки,Карагандинская,город,6.272949816401469
2013,на 1000 родившихся,мальчики и девочки,Костанайская,город,6.8861038424459435
2013,на 1000 родившихся,мальчики и девочки,Кызылординская,город,8.97308075772682
2013,на 1000 родившихся,мальчики и девочки,Мангистауская,город,6.055066834228264
2013,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,город,8.910037364672819
2013,на 1000 родившихся,мальчики и девочки,Павлодарская,город,4.02729611813402
2013,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,город,7.274616783580151
2013,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,город,9.23754707596106
2013,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,город,5.343441724515894
2013,на 1000 родившихся,мальчики и девочки,г_Алматы,город,7.908901175350591
2013,на 1000 родившихся,мальчики и девочки,,село,6.560860838913157
2013,на 1000 родившихся,мальчики и девочки,Акмолинская,село,6.530612244897959
2013,на 1000 родившихся,мальчики и девочки,Актюбинская,село,7.350689127105666
2013,на 1000 родившихся,мальчики и девочки,Алматинская,село,5.205194235932278
2013,на 1000 родившихся,мальчики и девочки,Атырауская,село,5.115089514066496
2013,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,село,5.242005940940066
2013,на 1000 родившихся,мальчики и девочки,Жамбылская,село,6.381656971819054
2013,на 1000 родившихся,мальчики и девочки,Карагандинская,село,6.506309148264984
2013,на 1000 родившихся,мальчики и девочки,Костанайская,село,6.414701803051317
2013,на 1000 родившихся,мальчики и девочки,Кызылординская,село,8.265239034469804
2013,на 1000 родившихся,мальчики и девочки,Мангистауская,село,6.583760058522311
2013,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,село,7.339073390733907
2013,на 1000 родившихся,мальчики и девочки,Павлодарская,село,5.040806529044647
2013,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,село,4.881154499151104
2013,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,село,9.483546617915906
2013,на 1000 родившихся,мальчики,,,8.083516329603379
2013,на 1000 родившихся,мальчики,Акмолинская,,9.809840024147299
2013,на 1000 родившихся,мальчики,Актюбинская,,8.558465663023304
2013,на 1000 родившихся,мальчики,Алматинская,,6.965975437890074
2013,на 1000 родившихся,мальчики,Атырауская,,5.827364331674153
2013,на 1000 родившихся,мальчики,Западно-Казахстанская,,5.9790732436472345
2013,на 1000 родившихся,мальчики,Жамбылская,,9.325251448744421
2013,на 1000 родившихся,мальчики,Карагандинская,,6.949928921181488
2013,на 1000 родившихся,мальчики,Костанайская,,7.618763071407231
2013,на 1000 родившихся,мальчики,Кызылординская,,9.393346379647749
2013,на 1000 родившихся,мальчики,Мангистауская,,7.49024158666526
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,,9.041328323839535
2013,на 1000 родившихся,мальчики,Павлодарская,,5.5523085914669785
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,,6.503700381251401
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,,10.62473438164046
2013,на 1000 родившихся,мальчики,г_Нур-Султан,,5.708765150184437
2013,на 1000 родившихся,мальчики,г_Алматы,,9.323843416370106
2013,на 1000 родившихся,мальчики,,город,8.490016369639406
2013,на 1000 родившихся,мальчики,Акмолинская,город,10.93210586881473
2013,на 1000 родившихся,мальчики,Актюбинская,город,8.410028562361155
2013,на 1000 родившихся,мальчики,Алматинская,город,8.6011035378124
2013,на 1000 родившихся,мальчики,Атырауская,город,6.399620763214032
2013,на 1000 родившихся,мальчики,Западно-Казахстанская,город,6.202804746494067
2013,на 1000 родившихся,мальчики,Жамбылская,город,14.042995839112345
2013,на 1000 родившихся,мальчики,Карагандинская,город,6.252481143310838
2013,на 1000 родившихся,мальчики,Костанайская,город,8.986928104575163
2013,на 1000 родившихся,мальчики,Кызылординская,город,8.624407072013799
2013,на 1000 родившихся,мальчики,Мангистауская,город,6.610841780520053
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,город,10.130335412934707
2013,на 1000 родившихся,мальчики,Павлодарская,город,5.170185264971995
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,город,8.995502248875562
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,город,10.273972602739725
2013,на 1000 родившихся,мальчики,г_Нур-Султан,город,5.708765150184437
2013,на 1000 родившихся,мальчики,г_Алматы,город,9.323843416370106
2013,на 1000 родившихся,мальчики,,село,7.604645588651865
2013,на 1000 родившихся,мальчики,Акмолинская,село,8.571428571428571
2013,на 1000 родившихся,мальчики,Актюбинская,село,8.8339222614841
2013,на 1000 родившихся,мальчики,Алматинская,село,6.4263910458951425
2013,на 1000 родившихся,мальчики,Атырауская,село,5.226480836236934
2013,на 1000 родившихся,мальчики,Западно-Казахстанская,село,5.700871898054997
2013,на 1000 родившихся,мальчики,Жамбылская,село,6.381828015143321
2013,на 1000 родившихся,мальчики,Карагандинская,село,9.667440061871616
2013,на 1000 родившихся,мальчики,Костанайская,село,5.956320317670417
2013,на 1000 родившихся,мальчики,Кызылординская,село,10.032246506628448
2013,на 1000 родившихся,мальчики,Мангистауская,село,8.297915401740537
2013,на 1000 родившихся,мальчики,Южно-Казахстанская,село,8.337987712439162
2013,на 1000 родившихся,мальчики,Павлодарская,село,6.357856494096277
2013,на 1000 родившихся,мальчики,Северо-Казахстанская,село,4.475183075671278
2013,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,11.198208286674133
2013,на 1000 родившихся,девочки,,,6.122459873067048
2013,на 1000 родившихся,девочки,Акмолинская,,6.259027443428021
2013,на 1000 родившихся,девочки,Актюбинская,,6.292085219119109
2013,на 1000 родившихся,девочки,Алматинская,,4.187817258883249
2013,на 1000 родившихся,девочки,Атырауская,,5.620848237097598
2013,на 1000 родившихся,девочки,Западно-Казахстанская,,4.641140394496934
2013,на 1000 родившихся,девочки,Жамбылская,,9.228550829127615
2013,на 1000 родившихся,девочки,Карагандинская,,5.658179397570311
2013,на 1000 родившихся,девочки,Костанайская,,5.682715074980268
2013,на 1000 родившихся,девочки,Кызылординская,,7.721599323037867
2013,на 1000 родившихся,девочки,Мангистауская,,5.088770779147349
2013,на 1000 родившихся,девочки,Южно-Казахстанская,,6.797466398887687
2013,на 1000 родившихся,девочки,Павлодарская,,3.034659000159719
2013,на 1000 родившихся,девочки,Северо-Казахстанская,,5.363237445148708
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,,7.956600361663654
2013,на 1000 родившихся,девочки,г_Нур-Султан,,4.947668886774501
2013,на 1000 родившихся,девочки,г_Алматы,,6.409773018626047
2013,на 1000 родившихся,девочки,,город,6.695899502251718
2013,на 1000 родившихся,девочки,Акмолинская,город,7.985257985257985
2013,на 1000 родившихся,девочки,Актюбинская,город,6.582278481012658
2013,на 1000 родившихся,девочки,Алматинская,город,4.990535191877474
2013,на 1000 родившихся,девочки,Атырауская,город,6.209637357178341
2013,на 1000 родившихся,девочки,Западно-Казахстанская,город,4.556500607533414
2013,на 1000 родившихся,девочки,Жамбылская,город,13.683431952662723
2013,на 1000 родившихся,девочки,Карагандинская,город,6.29458665547629
2013,на 1000 родившихся,девочки,Костанайская,город,4.7366954583449425
2013,на 1000 родившихся,девочки,Кызылординская,город,9.341535657325132
2013,на 1000 родившихся,девочки,Мангистауская,город,5.456702253855279
2013,на 1000 родившихся,девочки,Южно-Казахстанская,город,7.603808516265539
2013,на 1000 родившихся,девочки,Павлодарская,город,2.7926460321154294
2013,на 1000 родившихся,девочки,Северо-Казахстанская,город,5.411255411255411
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,город,8.120478369998523
2013,на 1000 родившихся,девочки,г_Нур-Султан,город,4.947668886774501
2013,на 1000 родившихся,девочки,г_Алматы,город,6.409773018626047
2013,на 1000 родившихся,девочки,,село,5.44797704647624
2013,на 1000 родившихся,девочки,Акмолинская,село,4.369747899159663
2013,на 1000 родившихся,девочки,Актюбинская,село,5.74345883854499
2013,на 1000 родившихся,девочки,Алматинская,село,3.9261876717707107
2013,на 1000 родившихся,девочки,Атырауская,село,4.997369805365597
2013,на 1000 родившихся,девочки,Западно-Казахстанская,село,4.742794600510763
2013,на 1000 родившихся,девочки,Жамбылская,село,6.38147010163082
2013,на 1000 родившихся,девочки,Карагандинская,село,3.218020917135961
2013,на 1000 родившихся,девочки,Костанайская,село,6.919155134741442
2013,на 1000 родившихся,девочки,Кызылординская,село,6.317867719644619
2013,на 1000 родившихся,девочки,Мангистауская,село,4.753673292999135
2013,на 1000 родившихся,девочки,Южно-Казахстанская,село,6.283208231424475
2013,на 1000 родившихся,девочки,Павлодарская,село,3.5641547861507132
2013,на 1000 родившихся,девочки,Северо-Казахстанская,село,5.323868677905945
2013,на 1000 родившихся,девочки,Восточно-Казахстанская,село,7.697690692792162
2014,на 1000 родившихся,мальчики и девочки,,,5.885166625345284
2014,на 1000 родившихся,мальчики и девочки,Акмолинская,,5.623681949543076
2014,на 1000 родившихся,мальчики и девочки,Актюбинская,,5.75796178343949
2014,на 1000 родившихся,мальчики и девочки,Алматинская,,5.197609099814086
2014,на 1000 родившихся,мальчики и девочки,Атырауская,,4.637256696564768
2014,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,,5.598159509202453
2014,на 1000 родившихся,мальчики и девочки,Жамбылская,,6.4568473006321625
2014,на 1000 родившихся,мальчики и девочки,Карагандинская,,5.5392766828563405
2014,на 1000 родившихся,мальчики и девочки,Костанайская,,7.4433910522604405
2014,на 1000 родившихся,мальчики и девочки,Кызылординская,,6.9751449061793895
2014,на 1000 родившихся,мальчики и девочки,Мангистауская,,4.817258351659859
2014,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,,6.550458044133253
2014,на 1000 родившихся,мальчики и девочки,Павлодарская,,4.524192929990032
2014,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,,5.111976630963973
2014,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,,7.755205260052263
2014,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,,4.0279046590814716
2014,на 1000 родившихся,мальчики и девочки,г_Алматы,,6.0326233486114855
2014,на 1000 родившихся,мальчики и девочки,,город,6.368340506505222
2014,на 1000 родившихся,мальчики и девочки,Акмолинская,город,5.473372781065089
2014,на 1000 родившихся,мальчики и девочки,Актюбинская,город,6.695212144803425
2014,на 1000 родившихся,мальчики и девочки,Алматинская,город,4.832448704745306
2014,на 1000 родившихся,мальчики и девочки,Атырауская,город,5.03190967108493
2014,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,город,6.686046511627907
2014,на 1000 родившихся,мальчики и девочки,Жамбылская,город,10.763038151907596
2014,на 1000 родившихся,мальчики и девочки,Карагандинская,город,5.155420773313116
2014,на 1000 родившихся,мальчики и девочки,Костанайская,город,7.6109936575052854
2014,на 1000 родившихся,мальчики и девочки,Кызылординская,город,8.181045473863152
2014,на 1000 родившихся,мальчики и девочки,Мангистауская,город,5.539865305235716
2014,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,город,7.488232777064613
2014,на 1000 родившихся,мальчики и девочки,Павлодарская,город,4.231625835189309
2014,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,город,4.641567818463125
2014,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,город,8.814485821660403
2014,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,город,4.0279046590814716
2014,на 1000 родившихся,мальчики и девочки,г_Алматы,город,6.0326233486114855
2014,на 1000 родившихся,мальчики и девочки,,село,5.275146185576357
2014,на 1000 родившихся,мальчики и девочки,Акмолинская,село,5.7918252523581
2014,на 1000 родившихся,мальчики и девочки,Актюбинская,село,3.982300884955752
2014,на 1000 родившихся,мальчики и девочки,Алматинская,село,5.3208556149732615
2014,на 1000 родившихся,мальчики и девочки,Атырауская,село,4.247057395947094
2014,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,село,4.383116883116883
2014,на 1000 родившихся,мальчики и девочки,Жамбылская,село,3.7459373106373604
2014,на 1000 родившихся,мальчики и девочки,Карагандинская,село,7.02028081123245
2014,на 1000 родившихся,мальчики и девочки,Костанайская,село,7.233592095977418
2014,на 1000 родившихся,мальчики и девочки,Кызылординская,село,5.938242280285036
2014,на 1000 родившихся,мальчики и девочки,Мангистауская,село,4.144763445208249
2014,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,село,5.764011931728979
2014,на 1000 родившихся,мальчики и девочки,Павлодарская,село,5.171140113272593
2014,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,село,5.532503457814661
2014,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,село,6.049939500604994
2014,на 1000 родившихся,мальчики,,,6.512568284764479
2014,на 1000 родившихся,мальчики,Акмолинская,,7.0186145865120535
2014,на 1000 родившихся,мальчики,Актюбинская,,6.332813717848792
2014,на 1000 родившихся,мальчики,Алматинская,,5.491530667491686
2014,на 1000 родившихся,мальчики,Атырауская,,4.7125353440150795
2014,на 1000 родившихся,мальчики,Западно-Казахстанская,,6.096654275092937
2014,на 1000 родившихся,мальчики,Жамбылская,,6.818934127772261
2014,на 1000 родившихся,мальчики,Карагандинская,,6.869096869877449
2014,на 1000 родившихся,мальчики,Костанайская,,7.507277462846638
2014,на 1000 родившихся,мальчики,Кызылординская,,7.180469123982767
2014,на 1000 родившихся,мальчики,Мангистауская,,5.983772819472617
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,,7.439347990902198
2014,на 1000 родившихся,мальчики,Павлодарская,,4.179728317659353
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,,6.162597771983883
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,,8.42397971701971
2014,на 1000 родившихся,мальчики,г_Нур-Султан,,4.366106080206986
2014,на 1000 родившихся,мальчики,г_Алматы,,6.9489544096635925
2014,на 1000 родившихся,мальчики,,город,6.956763713520471
2014,на 1000 родившихся,мальчики,Акмолинская,город,7.778738115816767
2014,на 1000 родившихся,мальчики,Актюбинская,город,7.252812314979278
2014,на 1000 родившихся,мальчики,Алматинская,город,4.158324349299246
2014,на 1000 родившихся,мальчики,Атырауская,город,5.421970768505422
2014,на 1000 родившихся,мальчики,Западно-Казахстанская,город,6.495340299350466
2014,на 1000 родившихся,мальчики,Жамбылская,город,11.285909712722297
2014,на 1000 родившихся,мальчики,Карагандинская,город,6.0855908912446015
2014,на 1000 родившихся,мальчики,Костанайская,город,7.685973099094153
2014,на 1000 родившихся,мальчики,Кызылординская,город,8.816895632561
2014,на 1000 родившихся,мальчики,Мангистауская,город,7.432575918454024
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,город,8.21365843578882
2014,на 1000 родившихся,мальчики,Павлодарская,город,3.4714688652636148
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,город,5.3921568627450975
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,город,9.389671361502348
2014,на 1000 родившихся,мальчики,г_Нур-Султан,город,4.366106080206986
2014,на 1000 родившихся,мальчики,г_Алматы,город,6.9489544096635925
2014,на 1000 родившихся,мальчики,,село,5.949757602468048
2014,на 1000 родившихся,мальчики,Акмолинская,село,6.162828413882583
2014,на 1000 родившихся,мальчики,Актюбинская,село,4.561003420752566
2014,на 1000 родившихся,мальчики,Алматинская,село,5.938548928479215
2014,на 1000 родившихся,мальчики,Атырауская,село,4.0037682524729155
2014,на 1000 родившихся,мальчики,Западно-Казахстанская,село,5.653266331658291
2014,на 1000 родившихся,мальчики,Жамбылская,село,3.996975261963919
2014,на 1000 родившихся,мальчики,Карагандинская,село,9.912314144109796
2014,на 1000 родившихся,мальчики,Костанайская,село,7.281553398058253
2014,на 1000 родившихся,мальчики,Кызылординская,село,5.747126436781609
2014,на 1000 родившихся,мальчики,Мангистауская,село,4.659289458357601
2014,на 1000 родившихся,мальчики,Южно-Казахстанская,село,6.783369803063457
2014,на 1000 родившихся,мальчики,Павлодарская,село,5.741626794258373
2014,на 1000 родившихся,мальчики,Северо-Казахстанская,село,6.883891693437357
2014,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,6.9153394803017605
2014,на 1000 родившихся,девочки,,,5.218208966019643
2014,на 1000 родившихся,девочки,Акмолинская,,4.160665706513042
2014,на 1000 родившихся,девочки,Актюбинская,,5.127657301570345
2014,на 1000 родившихся,девочки,Алматинская,,4.883095385888682
2014,на 1000 родившихся,девочки,Атырауская,,4.556385267687634
2014,на 1000 родившихся,девочки,Западно-Казахстанская,,5.067300079176564
2014,на 1000 родившихся,девочки,Жамбылская,,6.079027355623101
2014,на 1000 родившихся,девочки,Карагандинская,,4.131548504379442
2014,на 1000 родившихся,девочки,Костанайская,,7.376523412443874
2014,на 1000 родившихся,девочки,Кызылординская,,6.7588015736911125
2014,на 1000 родившихся,девочки,Мангистауская,,3.5722017752760338
2014,на 1000 родившихся,девочки,Южно-Казахстанская,,5.607100651228282
2014,на 1000 родившихся,девочки,Павлодарская,,4.8880479344055505
2014,на 1000 родившихся,девочки,Северо-Казахстанская,,4.003002251688766
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,,7.044090790503522
2014,на 1000 родившихся,девочки,г_Нур-Султан,,3.670821239542428
2014,на 1000 родившихся,девочки,г_Алматы,,5.044136191677175
2014,на 1000 родившихся,девочки,,город,5.740783677254812
2014,на 1000 родившихся,девочки,Акмолинская,город,3.0404378230465183
2014,на 1000 родившихся,девочки,Актюбинская,город,6.076531450156019
2014,на 1000 родившихся,девочки,Алматинская,город,5.5464926590538335
2014,на 1000 родившихся,девочки,Атырауская,город,4.608294930875576
2014,на 1000 родившихся,девочки,Западно-Казахстанская,город,6.888289907157832
2014,на 1000 родившихся,девочки,Жамбылская,город,10.21505376344086
2014,на 1000 родившихся,девочки,Карагандинская,город,4.167969157028238
2014,на 1000 родившихся,девочки,Костанайская,город,7.531865585168019
2014,на 1000 родившихся,девочки,Кызылординская,город,7.497243660418963
2014,на 1000 родившихся,девочки,Мангистауская,город,3.55792750722704
2014,на 1000 родившихся,девочки,Южно-Казахстанская,город,6.709548630364866
2014,на 1000 родившихся,девочки,Павлодарская,город,5.033173186913749
2014,на 1000 родившихся,девочки,Северо-Казахстанская,город,3.808487486398259
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,город,8.217270194986073
2014,на 1000 родившихся,девочки,г_Нур-Султан,город,3.670821239542428
2014,на 1000 родившихся,девочки,г_Алматы,город,5.044136191677175
2014,на 1000 родившихся,девочки,,село,4.560936916759985
2014,на 1000 родившихся,девочки,Акмолинская,село,5.405405405405405
2014,на 1000 родившихся,девочки,Актюбинская,село,3.361858190709046
2014,на 1000 родившихся,девочки,Алматинская,село,4.657610202384253
2014,на 1000 родившихся,девочки,Атырауская,село,4.505632040050063
2014,на 1000 родившихся,девочки,Западно-Казахстанская,село,3.0241935483870965
2014,на 1000 родившихся,девочки,Жамбылская,село,3.4847122302158273
2014,на 1000 родившихся,девочки,Карагандинская,село,3.992015968063872
2014,на 1000 родившихся,девочки,Костанайская,село,7.183908045977011
2014,на 1000 родившихся,девочки,Кызылординская,село,6.136110078095946
2014,на 1000 родившихся,девочки,Мангистауская,село,3.585741404766927
2014,на 1000 родившихся,девочки,Южно-Казахстанская,село,4.692459861066385
2014,на 1000 родившихся,девочки,Павлодарская,село,4.5662100456621
2014,на 1000 родившихся,девочки,Северо-Казахстанская,село,4.168596572487263
2014,на 1000 родившихся,девочки,Восточно-Казахстанская,село,5.093771706413522
2015,на 1000 родившихся,мальчики и девочки,,,5.606613495023315
2015,на 1000 родившихся,мальчики и девочки,Акмолинская,,4.181789490295093
2015,на 1000 родившихся,мальчики и девочки,Актюбинская,,6.056056056056057
2015,на 1000 родившихся,мальчики и девочки,Алматинская,,5.065980308044287
2015,на 1000 родившихся,мальчики и девочки,Атырауская,,4.749147588894301
2015,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,,4.855865577308463
2015,на 1000 родившихся,мальчики и девочки,Жамбылская,,6.44184736693889
2015,на 1000 родившихся,мальчики и девочки,Карагандинская,,5.143696930111038
2015,на 1000 родившихся,мальчики и девочки,Костанайская,,6.8916908136894035
2015,на 1000 родившихся,мальчики и девочки,Кызылординская,,6.149311378767088
2015,на 1000 родившихся,мальчики и девочки,Мангистауская,,4.610204610204611
2015,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,,6.376286577977946
2015,на 1000 родившихся,мальчики и девочки,Павлодарская,,4.384934617492757
2015,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,,3.4431874077717657
2015,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,,6.377773894810414
2015,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,,4.515190939006658
2015,на 1000 родившихся,мальчики и девочки,г_Алматы,,6.258223948136974
2015,на 1000 родившихся,мальчики и девочки,,город,6.2265287323744065
2015,на 1000 родившихся,мальчики и девочки,Акмолинская,город,5.632132799762857
2015,на 1000 родившихся,мальчики и девочки,Актюбинская,город,6.032727546942161
2015,на 1000 родившихся,мальчики и девочки,Алматинская,город,5.484174240050141
2015,на 1000 родившихся,мальчики и девочки,Атырауская,город,4.999390318253871
2015,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,город,6.157811828726908
2015,на 1000 родившихся,мальчики и девочки,Жамбылская,город,10.494752623688155
2015,на 1000 родившихся,мальчики и девочки,Карагандинская,город,5.4804343372259785
2015,на 1000 родившихся,мальчики и девочки,Костанайская,город,8.245981830887493
2015,на 1000 родившихся,мальчики и девочки,Кызылординская,город,8.23045267489712
2015,на 1000 родившихся,мальчики и девочки,Мангистауская,город,4.537650233014471
2015,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,город,6.79139580360446
