Year,Units,Пол,Регионы,Местность,Value
2015,на 1000 родившихся,мальчики и девочки,Павлодарская,город,4.581005586592179
2015,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,город,4.124774426398557
2015,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,город,7.526584725866592
2015,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,город,4.515190939006658
2015,на 1000 родившихся,мальчики и девочки,г_Алматы,город,6.258223948136974
2015,на 1000 родившихся,мальчики и девочки,,село,4.8431531968905555
2015,на 1000 родившихся,мальчики и девочки,Акмолинская,село,2.6001040041601664
2015,на 1000 родившихся,мальчики и девочки,Актюбинская,село,6.173769010691161
2015,на 1000 родившихся,мальчики и девочки,Алматинская,село,4.649583365984902
2015,на 1000 родившихся,мальчики и девочки,Атырауская,село,4.58601883986118
2015,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,село,3.4746351633078527
2015,на 1000 родившихся,мальчики и девочки,Жамбылская,село,3.807031110582357
2015,на 1000 родившихся,мальчики и девочки,Карагандинская,село,4.054630815194195
2015,на 1000 родившихся,мальчики и девочки,Костанайская,село,5.502846299810247
2015,на 1000 родившихся,мальчики и девочки,Кызылординская,село,4.491914553803154
2015,на 1000 родившихся,мальчики и девочки,Мангистауская,село,4.714415231187671
2015,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,село,6.190788856580058
2015,на 1000 родившихся,мальчики и девочки,Павлодарская,село,3.9380414807035966
2015,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,село,3.0643513789581203
2015,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,село,4.478334543694021
2015,на 1000 родившихся,мальчики,,,6.405541402204675
2015,на 1000 родившихся,мальчики,Акмолинская,,4.134129536058796
2015,на 1000 родившихся,мальчики,Актюбинская,,6.929740134744947
2015,на 1000 родившихся,мальчики,Алматинская,,6.321313561006639
2015,на 1000 родившихся,мальчики,Атырауская,,5.4399243140964995
2015,на 1000 родившихся,мальчики,Западно-Казахстанская,,5.082212257100149
2015,на 1000 родившихся,мальчики,Жамбылская,,7.024483393575666
2015,на 1000 родившихся,мальчики,Карагандинская,,6.354754150448804
2015,на 1000 родившихся,мальчики,Костанайская,,7.883565797453001
2015,на 1000 родившихся,мальчики,Кызылординская,,6.560908734821778
2015,на 1000 родившихся,мальчики,Мангистауская,,5.895872888977716
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,,7.37761488850282
2015,на 1000 родившихся,мальчики,Павлодарская,,4.917025199754148
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,,3.2948929159802307
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,,7.00076837701699
2015,на 1000 родившихся,мальчики,г_Нур-Султан,,5.108556832694764
2015,на 1000 родившихся,мальчики,г_Алматы,,6.788447296963713
2015,на 1000 родившихся,мальчики,,город,6.919108241979929
2015,на 1000 родившихся,мальчики,Акмолинская,город,4.862700228832952
2015,на 1000 родившихся,мальчики,Актюбинская,город,6.086074481959136
2015,на 1000 родившихся,мальчики,Алматинская,город,6.386861313868613
2015,на 1000 родившихся,мальчики,Атырауская,город,5.813953488372093
2015,на 1000 родившихся,мальчики,Западно-Казахстанская,город,5.851212036779048
2015,на 1000 родившихся,мальчики,Жамбылская,город,11.649501941583656
2015,на 1000 родившихся,мальчики,Карагандинская,город,6.607267994794274
2015,на 1000 родившихся,мальчики,Костанайская,город,9.617953513224686
2015,на 1000 родившихся,мальчики,Кызылординская,город,9.57535387177352
2015,на 1000 родившихся,мальчики,Мангистауская,город,4.727014890096904
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,город,7.874015748031496
2015,на 1000 родившихся,мальчики,Павлодарская,город,5.024027959807776
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,город,3.9662865642042635
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,город,8.063432334363661
2015,на 1000 родившихся,мальчики,г_Нур-Султан,город,5.108556832694764
2015,на 1000 родившихся,мальчики,г_Алматы,город,6.788447296963713
2015,на 1000 родившихся,мальчики,,село,5.731852886196257
2015,на 1000 родившихся,мальчики,Акмолинская,село,3.2948929159802307
2015,на 1000 родившихся,мальчики,Актюбинская,село,8.598452278589853
2015,на 1000 родившихся,мальчики,Алматинская,село,6.298110566829951
2015,на 1000 родившихся,мальчики,Атырауская,село,5.0831792975970425
2015,на 1000 родившихся,мальчики,Западно-Казахстанская,село,4.19219606578523
2015,на 1000 родившихся,мальчики,Жамбылская,село,3.890160183066362
2015,на 1000 родившихся,мальчики,Карагандинская,село,5.384615384615384
2015,на 1000 родившихся,мальчики,Костанайская,село,5.608131791097091
2015,на 1000 родившихся,мальчики,Кызылординская,село,3.883136094674556
2015,на 1000 родившихся,мальчики,Мангистауская,село,6.752077562326869
2015,на 1000 родившихся,мальчики,Южно-Казахстанская,село,6.945371978095365
2015,на 1000 родившихся,мальчики,Павлодарская,село,4.66321243523316
2015,на 1000 родившихся,мальчики,Северо-Казахстанская,село,2.688172043010753
2015,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,5.1498127340823965
2015,на 1000 родившихся,девочки,,,4.757541401999306
2015,на 1000 родившихся,девочки,Акмолинская,,4.232459710239297
2015,на 1000 родившихся,девочки,Актюбинская,,5.109489051094891
2015,на 1000 родившихся,девочки,Алматинская,,3.739338683248603
2015,на 1000 родившихся,девочки,Атырауская,,4.016064257028112
2015,на 1000 родившихся,девочки,Западно-Казахстанская,,4.614894971355825
2015,на 1000 родившихся,девочки,Жамбылская,,5.820298290287377
2015,на 1000 родившихся,девочки,Карагандинская,,3.8632737045435457
2015,на 1000 родившихся,девочки,Костанайская,,5.831848371942329
2015,на 1000 родившихся,девочки,Кызылординская,,5.705229793977813
2015,на 1000 родившихся,девочки,Мангистауская,,3.226500322650032
2015,на 1000 родившихся,девочки,Южно-Казахстанская,,5.316200554295793
2015,на 1000 родившихся,девочки,Павлодарская,,3.832029378891905
2015,на 1000 родившихся,девочки,Северо-Казахстанская,,3.605459696111254
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,,5.7250201270238845
2015,на 1000 родившихся,девочки,г_Нур-Султан,,3.89924354675193
2015,на 1000 родившихся,девочки,г_Алматы,,5.683717820127048
2015,на 1000 родившихся,девочки,,город,5.488524410212315
2015,на 1000 родившихся,девочки,Акмолинская,город,6.459550907413104
2015,на 1000 родившихся,девочки,Актюбинская,город,5.9748427672955975
2015,на 1000 родившихся,девочки,Алматинская,город,4.524886877828055
2015,на 1000 родившихся,девочки,Атырауская,город,4.173827645470169
2015,на 1000 родившихся,девочки,Западно-Казахстанская,город,6.48202710665881
2015,на 1000 родившихся,девочки,Жамбылская,город,9.231905465288035
2015,на 1000 родившихся,девочки,Карагандинская,город,4.299947561615102
2015,на 1000 родившихся,девочки,Костанайская,город,6.740914419695193
2015,на 1000 родившихся,девочки,Кызылординская,город,6.772009029345372
2015,на 1000 родившихся,девочки,Мангистауская,город,4.333418302319653
2015,на 1000 родившихся,девочки,Южно-Казахстанская,город,5.633340625683658
2015,на 1000 родившихся,девочки,Павлодарская,город,4.117108874656907
2015,на 1000 родившихся,девочки,Северо-Казахстанская,город,4.296455424274973
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,город,6.9592387444965205
2015,на 1000 родившихся,девочки,г_Нур-Султан,город,3.89924354675193
2015,на 1000 родившихся,девочки,г_Алматы,город,5.683717820127048
2015,на 1000 родившихся,девочки,,село,3.8045033870813856
2015,на 1000 родившихся,девочки,Акмолинская,село,1.7289073305670815
2015,на 1000 родившихся,девочки,Актюбинская,село,3.405572755417957
2015,на 1000 родившихся,девочки,Алматинская,село,3.463350933969227
2015,на 1000 родившихся,девочки,Атырауская,село,3.851091142490372
2015,на 1000 родившихся,девочки,Западно-Казахстанская,село,2.422145328719723
2015,на 1000 родившихся,девочки,Жамбылская,село,3.601872973946452
2015,на 1000 родившихся,девочки,Карагандинская,село,2.1079258010118043
2015,на 1000 родившихся,девочки,Костанайская,село,4.708438971387179
2015,на 1000 родившихся,девочки,Кызылординская,село,4.766633565044687
2015,на 1000 родившихся,девочки,Мангистауская,село,2.4186046511627906
2015,на 1000 родившихся,девочки,Южно-Казахстанская,село,5.045314397832383
2015,на 1000 родившихся,девочки,Павлодарская,село,3.1729243786356425
2015,на 1000 родившихся,девочки,Северо-Казахстанская,село,2.9688273132112815
2015,на 1000 родившихся,девочки,Восточно-Казахстанская,село,3.624939584340261
2016,на 1000 родившихся,мальчики и девочки,,,5.156054245883392
2016,на 1000 родившихся,мальчики и девочки,Акмолинская,,3.9212548015364916
2016,на 1000 родившихся,мальчики и девочки,Актюбинская,,5.513683039101624
2016,на 1000 родившихся,мальчики и девочки,Алматинская,,4.5799426032944135
2016,на 1000 родившихся,мальчики и девочки,Атырауская,,4.84160191273162
2016,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,,5.157766990291263
2016,на 1000 родившихся,мальчики и девочки,Жамбылская,,4.6584403115109705
2016,на 1000 родившихся,мальчики и девочки,Карагандинская,,5.093945720250522
2016,на 1000 родившихся,мальчики и девочки,Костанайская,,5.370219690805533
2016,на 1000 родившихся,мальчики и девочки,Кызылординская,,6.076028250934773
2016,на 1000 родившихся,мальчики и девочки,Мангистауская,,5.607759927250682
2016,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,,5.929581614614024
2016,на 1000 родившихся,мальчики и девочки,Павлодарская,,4.360580353603425
2016,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,,5.328827657915259
2016,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,,5.846932542106641
2016,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,,3.627222122463638
2016,на 1000 родившихся,мальчики и девочки,г_Алматы,,5.20439061317184
2016,на 1000 родившихся,мальчики и девочки,,город,5.314911788134819
2016,на 1000 родившихся,мальчики и девочки,Акмолинская,город,4.4596402556860415
2016,на 1000 родившихся,мальчики и девочки,Актюбинская,город,6.0938452163315056
2016,на 1000 родившихся,мальчики и девочки,Алматинская,город,5.400683027559368
2016,на 1000 родившихся,мальчики и девочки,Атырауская,город,4.617871161394597
2016,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,город,5.250403877221325
2016,на 1000 родившихся,мальчики и девочки,Жамбылская,город,7.250221043324492
2016,на 1000 родившихся,мальчики и девочки,Карагандинская,город,5.29485049833887
2016,на 1000 родившихся,мальчики и девочки,Костанайская,город,5.27065527065527
2016,на 1000 родившихся,мальчики и девочки,Кызылординская,город,8.443386014288807
2016,на 1000 родившихся,мальчики и девочки,Мангистауская,город,5.70515746234596
2016,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,город,5.333402040605998
2016,на 1000 родившихся,мальчики и девочки,Павлодарская,город,4.202635165833712
2016,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,город,4.235044997353097
2016,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,город,6.0725982532751095
2016,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,город,3.627222122463638
2016,на 1000 родившихся,мальчики и девочки,г_Алматы,город,5.20439061317184
2016,на 1000 родившихся,мальчики и девочки,,село,4.942589917116569
2016,на 1000 родившихся,мальчики и девочки,Акмолинская,село,3.2934650719362106
2016,на 1000 родившихся,мальчики и девочки,Актюбинская,село,4.366812227074235
2016,на 1000 родившихся,мальчики и девочки,Алматинская,село,4.310007052738814
2016,на 1000 родившихся,мальчики и девочки,Атырауская,село,5.081804660386712
2016,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,село,5.038220986796386
2016,на 1000 родившихся,мальчики и девочки,Жамбылская,село,2.914758194039617
2016,на 1000 родившихся,мальчики и девочки,Карагандинская,село,4.268032437046522
2016,на 1000 родившихся,мальчики и девочки,Костанайская,село,5.502846299810247
2016,на 1000 родившихся,мальчики и девочки,Кызылординская,село,3.8929926132960673
2016,на 1000 родившихся,мальчики и девочки,Мангистауская,село,5.530371713508613
2016,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,село,6.47218835006097
2016,на 1000 родившихся,мальчики и девочки,Павлодарская,село,4.725649776844317
2016,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,село,6.384065372829418
2016,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,село,5.446623093681917
2016,на 1000 родившихся,мальчики,,,5.87290020895364
2016,на 1000 родившихся,мальчики,Акмолинская,,3.8735667802912923
2016,на 1000 родившихся,мальчики,Актюбинская,,6.380681260429959
2016,на 1000 родившихся,мальчики,Алматинская,,5.096647538508004
2016,на 1000 родившихся,мальчики,Атырауская,,4.753623188405797
2016,на 1000 родившихся,мальчики,Западно-Казахстанская,,6.783085582335113
2016,на 1000 родившихся,мальчики,Жамбылская,,5.569867019424912
2016,на 1000 родившихся,мальчики,Карагандинская,,5.945593744909595
2016,на 1000 родившихся,мальчики,Костанайская,,5.322479649342517
2016,на 1000 родившихся,мальчики,Кызылординская,,6.7547432204231646
2016,на 1000 родившихся,мальчики,Мангистауская,,6.55192646195971
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,,6.930928079753145
2016,на 1000 родившихся,мальчики,Павлодарская,,4.422754308372731
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,,6.329113924050633
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,,7.204490240428918
2016,на 1000 родившихся,мальчики,г_Нур-Султан,,4.055660443325642
2016,на 1000 родившихся,мальчики,г_Алматы,,5.629321422015542
2016,на 1000 родившихся,мальчики,,город,6.048353129475191
2016,на 1000 родившихся,мальчики,Акмолинская,город,4.319032536711776
2016,на 1000 родившихся,мальчики,Актюбинская,город,7.204822820173504
2016,на 1000 родившихся,мальчики,Алматинская,город,6.713457430576747
2016,на 1000 родившихся,мальчики,Атырауская,город,4.239178937974119
2016,на 1000 родившихся,мальчики,Западно-Казахстанская,город,6.664957703153037
2016,на 1000 родившихся,мальчики,Жамбылская,город,8.832698302736405
2016,на 1000 родившихся,мальчики,Карагандинская,город,6.199186991869919
2016,на 1000 родившихся,мальчики,Костанайская,город,4.994450610432853
2016,на 1000 родившихся,мальчики,Кызылординская,город,9.872480460715755
2016,на 1000 родившихся,мальчики,Мангистауская,город,7.587592055344789
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,город,6.016907011437096
2016,на 1000 родившихся,мальчики,Павлодарская,город,3.8944180008654263
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,город,4.6248715313463515
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,город,7.221638655462185
2016,на 1000 родившихся,мальчики,г_Нур-Султан,город,4.055660443325642
2016,на 1000 родившихся,мальчики,г_Алматы,город,5.629321422015542
2016,на 1000 родившихся,мальчики,,село,5.637589958537164
2016,на 1000 родившихся,мальчики,Акмолинская,село,3.3545790003354576
2016,на 1000 родившихся,мальчики,Актюбинская,село,4.725339633786178
2016,на 1000 родившихся,мальчики,Алматинская,село,4.56506471355473
2016,на 1000 родившихся,мальчики,Атырауская,село,5.310161718561429
2016,на 1000 родившихся,мальчики,Западно-Казахстанская,село,6.935270805812417
2016,на 1000 родившихся,мальчики,Жамбылская,село,3.3764116893701246
2016,на 1000 родившихся,мальчики,Карагандинская,село,4.9220672682526665
2016,на 1000 родившихся,мальчики,Костанайская,село,5.747126436781609
2016,на 1000 родившихся,мальчики,Кызылординская,село,3.8424591738712777
2016,на 1000 родившихся,мальчики,Мангистауская,село,5.744125326370757
2016,на 1000 родившихся,мальчики,Южно-Казахстанская,село,7.76566757493188
2016,на 1000 родившихся,мальчики,Павлодарская,село,5.684754521963824
2016,на 1000 родившихся,мальчики,Северо-Казахстанская,село,7.984031936127744
2016,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,7.174265216385097
2016,на 1000 родившихся,девочки,,,4.388254570452419
2016,на 1000 родившихся,девочки,Акмолинская,,3.972194637537239
2016,на 1000 родившихся,девочки,Актюбинская,,4.59194322688374
2016,на 1000 родившихся,девочки,Алматинская,,4.018699253670138
2016,на 1000 родившихся,девочки,Атырауская,,4.9352251696483656
2016,на 1000 родившихся,девочки,Западно-Казахстанская,,3.357314148681055
2016,на 1000 родившихся,девочки,Жамбылская,,3.7069341474051463
2016,на 1000 родившихся,девочки,Карагандинская,,4.198080877313228
2016,на 1000 родившихся,девочки,Костанайская,,5.421890884445951
2016,на 1000 родившихся,девочки,Кызылординская,,5.3324627271737945
2016,на 1000 родившихся,девочки,Мангистауская,,4.59866220735786
2016,на 1000 родившихся,девочки,Южно-Казахстанская,,4.856837715506281
2016,на 1000 родившихся,девочки,Павлодарская,,4.29326287978864
2016,на 1000 родившихся,девочки,Северо-Казахстанская,,4.273504273504274
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,,4.371186595027775
2016,на 1000 родившихся,девочки,г_Нур-Султан,,3.1748375664500883
2016,на 1000 родившихся,девочки,г_Алматы,,4.752294772475751
2016,на 1000 родившихся,девочки,,город,4.5306743769196824
2016,на 1000 родившихся,девочки,Акмолинская,город,4.609711124769515
2016,на 1000 родившихся,девочки,Актюбинская,город,4.899636478583846
2016,на 1000 родившихся,девочки,Алматинская,город,3.975484512174921
2016,на 1000 родившихся,девочки,Атырауская,город,5.023923444976076
2016,на 1000 родившихся,девочки,Западно-Казахстанская,город,3.6858519988658918
2016,на 1000 родившихся,девочки,Жамбылская,город,5.5997109826589595
2016,на 1000 родившихся,девочки,Карагандинская,город,4.350594227504245
2016,на 1000 родившихся,девочки,Костанайская,город,5.562060889929742
2016,на 1000 родившихся,девочки,Кызылординская,город,6.855575868372943
2016,на 1000 родившихся,девочки,Мангистауская,город,3.7356992762082655
2016,на 1000 родившихся,девочки,Южно-Казахстанская,город,4.598438669660999
2016,на 1000 родившихся,девочки,Павлодарская,город,4.543280726924916
2016,на 1000 родившихся,девочки,Северо-Казахстанская,город,3.820960698689956
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,город,4.829545454545454
2016,на 1000 родившихся,девочки,г_Нур-Султан,город,3.1748375664500883
2016,на 1000 родившихся,девочки,г_Алматы,город,4.752294772475751
2016,на 1000 родившихся,девочки,,село,4.19648271679806
2016,на 1000 родившихся,девочки,Акмолинская,село,3.2281205164992826
2016,на 1000 родившихся,девочки,Актюбинская,село,3.9938556067588324
2016,на 1000 родившихся,девочки,Алматинская,село,4.032917325194833
2016,на 1000 родившихся,девочки,Атырауская,село,4.840764331210191
2016,на 1000 родившихся,девочки,Западно-Казахстанская,село,2.932551319648094
2016,на 1000 родившихся,девочки,Жамбылская,село,2.4324981756263684
2016,на 1000 родившихся,девочки,Карагандинская,село,3.558718861209964
2016,на 1000 родившихся,девочки,Костанайская,село,5.229283990345937
2016,на 1000 родившихся,девочки,Кызылординская,село,3.947641803448992
2016,на 1000 родившихся,девочки,Мангистауская,село,5.298013245033113
2016,на 1000 родившихся,девочки,Южно-Казахстанская,село,5.091155934833204
2016,на 1000 родившихся,девочки,Павлодарская,село,3.735325506937033
2016,на 1000 родившихся,девочки,Северо-Казахстанская,село,4.7071129707112975
2016,на 1000 родившихся,девочки,Восточно-Казахстанская,село,3.552397868561279
2017,на 1000 родившихся,мальчики и девочки,,,4.614848486401443
2017,на 1000 родившихся,мальчики и девочки,Акмолинская,,3.818964816770943
2017,на 1000 родившихся,мальчики и девочки,Актюбинская,,4.389173372348208
2017,на 1000 родившихся,мальчики и девочки,Алматинская,,4.682809685811487
2017,на 1000 родившихся,мальчики и девочки,Атырауская,,4.378762999452655
2017,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,,4.976671850699844
2017,на 1000 родившихся,мальчики и девочки,Жамбылская,,4.042770242188386
2017,на 1000 родившихся,мальчики и девочки,Карагандинская,,4.710336326818102
2017,на 1000 родившихся,мальчики и девочки,Костанайская,,7.07225630538514
2017,на 1000 родившихся,мальчики и девочки,Кызылординская,,3.951319740793425
2017,на 1000 родившихся,мальчики и девочки,Мангистауская,,5.056759545923633
2017,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,,5.051336262011167
2017,на 1000 родившихся,мальчики и девочки,Павлодарская,,4.823284823284823
2017,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,,5.414918099363747
2017,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,,4.60205739036275
2017,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,,3.430471070872825
2017,на 1000 родившихся,мальчики и девочки,г_Алматы,,4.264392324093817
2017,на 1000 родившихся,мальчики и девочки,,город,4.492014441451728
2017,на 1000 родившихся,мальчики и девочки,Акмолинская,город,3.351104341203351
2017,на 1000 родившихся,мальчики и девочки,Актюбинская,город,3.996311097448509
2017,на 1000 родившихся,мальчики и девочки,Алматинская,город,4.162412628602843
2017,на 1000 родившихся,мальчики и девочки,Атырауская,город,4.246542101431691
2017,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,город,5.554802872239534
2017,на 1000 родившихся,мальчики и девочки,Жамбылская,город,5.613324744639734
2017,на 1000 родившихся,мальчики и девочки,Карагандинская,город,4.904121666299317
2017,на 1000 родившихся,мальчики и девочки,Костанайская,город,6.633254716981132
2017,на 1000 родившихся,мальчики и девочки,Кызылординская,город,3.9827414537006307
2017,на 1000 родившихся,мальчики и девочки,Мангистауская,город,3.8263911665026784
2017,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,город,5.009072554882568
2017,на 1000 родившихся,мальчики и девочки,Павлодарская,город,5.487295717523559
2017,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,город,5.060444194545966
2017,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,город,4.166372431325471
2017,на 1000 родившихся,мальчики и девочки,г_Нур-Султан,город,3.430471070872825
2017,на 1000 родившихся,мальчики и девочки,г_Алматы,город,4.264392324093817
2017,на 1000 родившихся,мальчики и девочки,,село,4.785362420830402
2017,на 1000 родившихся,мальчики и девочки,Акмолинская,село,4.3538836642284915
2017,на 1000 родившихся,мальчики и девочки,Актюбинская,село,5.223636957231473
2017,на 1000 родившихся,мальчики и девочки,Алматинская,село,4.860756774176222
2017,на 1000 родившихся,мальчики и девочки,Атырауская,село,4.5116449213510545
2017,на 1000 родившихся,мальчики и девочки,Западно-Казахстанская,село,4.197846322321591
2017,на 1000 родившихся,мальчики и девочки,Жамбылская,село,2.948717948717949
2017,на 1000 родившихся,мальчики и девочки,Карагандинская,село,3.9404553415061296
2017,на 1000 родившихся,мальчики и девочки,Костанайская,село,7.673667205169628
2017,на 1000 родившихся,мальчики и девочки,Кызылординская,село,3.922751961375981
2017,на 1000 родившихся,мальчики и девочки,Мангистауская,село,6.156552330694811
2017,на 1000 родившихся,мальчики и девочки,Южно-Казахстанская,село,5.092824887104867
2017,на 1000 родившихся,мальчики и девочки,Павлодарская,село,3.2948929159802307
2017,на 1000 родившихся,мальчики и девочки,Северо-Казахстанская,село,5.744125326370757
2017,на 1000 родившихся,мальчики и девочки,Восточно-Казахстанская,село,5.372985130576033
2017,на 1000 родившихся,мальчики,,,5.149784888677412
2017,на 1000 родившихся,мальчики,Акмолинская,,3.6163522012578615
2017,на 1000 родившихся,мальчики,Актюбинская,,3.9461701912374787
2017,на 1000 родившихся,мальчики,Алматинская,,5.287941948432916
2017,на 1000 родившихся,мальчики,Атырауская,,4.3611504007543616
2017,на 1000 родившихся,мальчики,Западно-Казахстанская,,5.432322317790856
2017,на 1000 родившихся,мальчики,Жамбылская,,4.9857027641322675
2017,на 1000 родившихся,мальчики,Карагандинская,,5.6029652616153784
2017,на 1000 родившихся,мальчики,Костанайская,,9.156311314584695
2017,на 1000 родившихся,мальчики,Кызылординская,,4.072075740608775
2017,на 1000 родившихся,мальчики,Мангистауская,,5.865394174371209
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,,5.788996001668016
2017,на 1000 родившихся,мальчики,Павлодарская,,5.28169014084507
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,,5.896542481908336
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,,5.340103300358925
2017,на 1000 родившихся,мальчики,г_Нур-Султан,,3.4644385571632363
2017,на 1000 родившихся,мальчики,г_Алматы,,4.643773677135525
2017,на 1000 родившихся,мальчики,,город,4.742166044044147
2017,на 1000 родившихся,мальчики,Акмолинская,город,2.6354319180087846
2017,на 1000 родившихся,мальчики,Актюбинская,город,3.4023668639053253
2017,на 1000 родившихся,мальчики,Алматинская,город,4.5822514128608525
2017,на 1000 родившихся,мальчики,Атырауская,город,3.72093023255814
2017,на 1000 родившихся,мальчики,Западно-Казахстанская,город,4.993429697766097
2017,на 1000 родившихся,мальчики,Жамбылская,город,6.670272219217595
2017,на 1000 родившихся,мальчики,Карагандинская,город,5.845421086815328
2017,на 1000 родившихся,мальчики,Костанайская,город,7.751937984496124
2017,на 1000 родившихся,мальчики,Кызылординская,город,4.0851429800043
2017,на 1000 родившихся,мальчики,Мангистауская,город,4.046858359957401
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,город,5.286822471465982
2017,на 1000 родившихся,мальчики,Павлодарская,город,5.68569479190357
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,город,4.489337822671156
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,город,4.931506849315069
2017,на 1000 родившихся,мальчики,г_Нур-Султан,город,3.4644385571632363
2017,на 1000 родившихся,мальчики,г_Алматы,город,4.643773677135525
2017,на 1000 родившихся,мальчики,,село,5.715299964501243
2017,на 1000 родившихся,мальчики,Акмолинская,село,4.753820033955857
2017,на 1000 родившихся,мальчики,Актюбинская,село,5.123278898495037
2017,на 1000 родившихся,мальчики,Алматинская,село,5.526574040597076
2017,на 1000 родившихся,мальчики,Атырауская,село,5.019120458891013
2017,на 1000 родившихся,мальчики,Западно-Казахстанская,село,6.024096385542169
2017,на 1000 родившихся,мальчики,Жамбылская,село,3.8309441423628274
2017,на 1000 родившихся,мальчики,Карагандинская,село,4.655099449851884
2017,на 1000 родившихся,мальчики,Костанайская,село,11.014052411697683
2017,на 1000 родившихся,мальчики,Кызылординская,село,4.060324825986079
2017,на 1000 родившихся,мальчики,Мангистауская,село,7.457121551081283
2017,на 1000 родившихся,мальчики,Южно-Казахстанская,село,6.284099766173032
2017,на 1000 родившихся,мальчики,Павлодарская,село,4.321988114532685
2017,на 1000 родившихся,мальчики,Северо-Казахстанская,село,7.183170856849666
2017,на 1000 родившихся,мальчики,Восточно-Казахстанская,село,6.06354596167839
2017,на 1000 родившихся,девочки,,,4.042311650557542
2017,на 1000 родившихся,девочки,Акмолинская,,4.035648225996301
2017,на 1000 родившихся,девочки,Актюбинская,,4.862236628849271
2017,на 1000 родившихся,девочки,Алматинская,,4.03125259745657
2017,на 1000 родившихся,девочки,Атырауская,,4.397537379067723
2017,на 1000 родившихся,девочки,Западно-Казахстанская,,4.492218835231831
2017,на 1000 родившихся,девочки,Жамбылская,,3.0402245088868103
2017,на 1000 родившихся,девочки,Карагандинская,,3.778677462887989
2017,на 1000 родившихся,девочки,Костанайская,,4.804270462633451
2017,на 1000 родившихся,девочки,Кызылординская,,3.8217951517798645
2017,на 1000 родившихся,девочки,Мангистауская,,4.184100418410042
2017,на 1000 родившихся,девочки,Южно-Казахстанская,,4.264559677672544
2017,на 1000 родившихся,девочки,Павлодарская,,4.327505625757314
2017,на 1000 родившихся,девочки,Северо-Казахстанская,,4.923413566739606
2017,на 1000 родившихся,девочки,Восточно-Казахстанская,,3.817149241225212
2017,на 1000 родившихся,девочки,г_Нур-Султан,,3.3935817041682035
2017,на 1000 родившихся,девочки,г_Алматы,,3.852028956631467
2017,на 1000 родившихся,девочки,,город,4.224414010821069
2017,на 1000 родившихся,девочки,Акмолинская,город,4.126984126984127
2017,на 1000 родившихся,девочки,Актюбинская,город,4.6385156749840055
2017,на 1000 родившихся,девочки,Алматинская,город,3.7180730682185583
