Year,Units,Value
2010,млн.тенге,-527264.1788
2011,млн.тенге,-568618.4985
2012,млн.тенге,-890308.744
2013,млн.тенге,-700927.7513
2014,млн.тенге,-1086670.4365
2015,млн.тенге,-915704.8
2016,млн.тенге,-737717.6
2017,млн.тенге,-1455319.8
2018,млн.тенге,-833072.3
2019,млн.тенге,-1285306.718378
