Year,Units,Value
2010,процент,13.16889724587988
2011,процент,21.991983967935873
2012,процент,27.274929864830398
2013,процент,17.15395157606213
2014,процент,21.348751156336725
2015,процент,18.7378892733564
2016,процент,13.521250000000002
2017,процент,18.38984438984439
2018,процент,21.266485998193314
