Year,Units,Местность,Регионы,Value
2012,процент,,,3.5065578554111165
2012,процент,,Акмолинская,4.946407458376136
2012,процент,,Актюбинская,1.8657933972667382
2012,процент,,Алматинская,6.187236471032998
2012,процент,,Атырауская,1.5399795235240759
2012,процент,,Западно-Казахстанская,6.377347835797938
2012,процент,,Жамбылская,1.9256668196955051
2012,процент,,Карагандинская,4.316336769132537
2012,процент,,Костанайская,12.094940365224588
2012,процент,,Кызылординская,0.2020558103942668
2012,процент,,Мангистауская,0.03271689254954564
2012,процент,,Туркестанская,0.8531819147217448
2012,процент,,Павлодарская,5.652412751552785
2012,процент,,Северо-Казахстанская,5.535838041035764
2012,процент,,Восточно-Казахстанская,4.6222234756215785
2012,процент,город,,4.140620987731073
2012,процент,город,Акмолинская,8.473930069232386
2012,процент,город,Актюбинская,2.86737060829403
2012,процент,город,Алматинская,5.685611830881335
2012,процент,город,Атырауская,1.720930476295283
2012,процент,город,Западно-Казахстанская,9.820837685481235
2012,процент,город,Жамбылская,2.0829414933804284
2012,процент,город,Карагандинская,4.629695249601499
2012,процент,город,Костанайская,17.41053437575562
2012,процент,город,Кызылординская,0.2030960224645178
2012,процент,город,Мангистауская,0.0030032585355110296
2012,процент,город,Туркестанская,0.26455552682354344
2012,процент,город,Павлодарская,7.407324034972403
2012,процент,город,Северо-Казахстанская,11.502025364728425
2012,процент,город,Восточно-Казахстанская,6.716925719119896
2012,процент,село,,2.5920112532057056
2012,процент,село,Акмолинская,1.4954300494293662
2012,процент,село,Актюбинская,0.0
2012,процент,село,Алматинская,6.35071226575891
2012,процент,село,Атырауская,1.3545230435413098
2012,процент,село,Западно-Казахстанская,2.5170724730952125
2012,процент,село,Жамбылская,1.804540075520616
2012,процент,село,Карагандинская,2.972851748069624
2012,процент,село,Костанайская,5.798623438539544
2012,процент,село,Кызылординская,0.2012017301783023
2012,процент,село,Мангистауская,0.06826347305389222
2012,процент,село,Туркестанская,1.289819406312084
2012,процент,село,Павлодарская,1.1429827453566326
2012,процент,село,Северо-Казахстанская,0.62340367685633
2012,процент,село,Восточно-Казахстанская,1.1612333195425188
2013,процент,,,3.685402162446737
2013,процент,,Акмолинская,4.932856776352089
2013,процент,,Актюбинская,5.940240052837447
2013,процент,,Алматинская,6.181900564672289
2013,процент,,Атырауская,1.6330128330503857
2013,процент,,Западно-Казахстанская,6.1807828824422115
2013,процент,,Жамбылская,1.6275990645223826
2013,процент,,Карагандинская,4.306760447256608
2013,процент,,Костанайская,12.088929175005255
2013,процент,,Кызылординская,0.198342782749242
2013,процент,,Мангистауская,0.02694221686899743
2013,процент,,Туркестанская,0.8652873366676641
2013,процент,,Павлодарская,5.941565220769257
2013,процент,,Северо-Казахстанская,5.606523955147808
2013,процент,,Восточно-Казахстанская,4.753230599617664
2013,процент,город,,4.445585222468425
2013,процент,город,Акмолинская,8.446452291147242
2013,процент,город,Актюбинская,8.688692681604673
2013,процент,город,Алматинская,5.520671796822425
2013,процент,город,Атырауская,1.7920040194482678
2013,процент,город,Западно-Казахстанская,10.132132534728656
2013,процент,город,Жамбылская,1.7937701396348014
2013,процент,город,Карагандинская,4.614037624843473
2013,процент,город,Костанайская,17.305227318245546
2013,процент,город,Кызылординская,0.19952507411934972
2013,процент,город,Мангистауская,0.0
2013,процент,город,Туркестанская,0.23334248401898117
2013,процент,город,Павлодарская,7.76534077318078
2013,процент,город,Северо-Казахстанская,11.525011826470887
2013,процент,город,Восточно-Казахстанская,6.943106473019434
2013,процент,село,,2.589585617738482
2013,процент,село,Акмолинская,1.4920701168614356
2013,процент,село,Актюбинская,0.8946928659275046
2013,процент,село,Алматинская,6.394720287491194
2013,процент,село,Атырауская,1.4751133103247538
2013,процент,село,Западно-Казахстанская,1.722596173096002
2013,процент,село,Жамбылская,1.499553298652106
2013,процент,село,Карагандинская,2.9817267717296723
2013,процент,село,Костанайская,5.833718605335367
2013,процент,село,Кызылординская,0.19737347361953766
2013,процент,село,Мангистауская,0.05784739630003516
2013,процент,село,Туркестанская,1.3302773094347866
2013,процент,село,Павлодарская,1.1566253753753755
2013,процент,село,Северо-Казахстанская,0.645351911174696
2013,процент,село,Восточно-Казахстанская,1.0970818377771594
2014,процент,,,3.433270472821785
2014,процент,,Акмолинская,4.9237913684583425
2014,процент,,Актюбинская,5.874888869605367
2014,процент,,Алматинская,6.3766849427446815
2014,процент,,Атырауская,1.6079952956764905
2014,процент,,Западно-Казахстанская,6.160982797714675
2014,процент,,Жамбылская,1.4958423778292937
2014,процент,,Карагандинская,4.144392914881816
2014,процент,,Костанайская,12.0955669438465
2014,процент,,Кызылординская,0.19522001711290363
2014,процент,,Мангистауская,0.01391211152360808
2014,процент,,Туркестанская,1.1634771874030996
2014,процент,,Павлодарская,0.226485909340926
2014,процент,,Северо-Казахстанская,5.65215073823357
2014,процент,,Восточно-Казахстанская,5.069475579435725
2014,процент,город,,3.8722016019009557
2014,процент,город,Акмолинская,8.444712733470634
2014,процент,город,Актюбинская,8.60534199776636
2014,процент,город,Алматинская,5.451794961307965
2014,процент,город,Атырауская,1.7892602579377521
2014,процент,город,Западно-Казахстанская,10.069418614211827
2014,процент,город,Жамбылская,1.127731224058266
2014,процент,город,Карагандинская,4.402963425791623
2014,процент,город,Костанайская,17.20615323343456
2014,процент,город,Кызылординская,0.1963712800088505
2014,процент,город,Мангистауская,0.0
2014,процент,город,Туркестанская,0.25472381550829215
2014,процент,город,Павлодарская,0.04796077874094074
2014,процент,город,Северо-Казахстанская,11.490479317137229
2014,процент,город,Восточно-Казахстанская,7.103182613138954
2014,процент,село,,2.783737366296944
2014,процент,село,Акмолинская,1.487918888669432
2014,процент,село,Актюбинская,0.8809715699080121
2014,процент,село,Алматинская,6.6827977126395055
2014,процент,село,Атырауская,1.4328629490318834
2014,процент,село,Западно-Казахстанская,1.739091915836102
2014,процент,село,Жамбылская,1.7805060028488096
2014,процент,село,Карагандинская,3.015975809867899
2014,процент,село,Костанайская,5.881427135921742
2014,процент,село,Кызылординская,0.19427603828069487
2014,процент,село,Мангистауская,0.027564943517388883
2014,процент,село,Туркестанская,1.906375138371929
2014,процент,село,Павлодарская,0.7057196671673461
2014,процент,село,Северо-Казахстанская,0.6567520840009653
2014,процент,село,Восточно-Казахстанская,1.6403470147921602
2015,процент,,,3.4012183873910513
2015,процент,,Акмолинская,4.904479848802701
2015,процент,,Актюбинская,5.827469106228451
2015,процент,,Алматинская,6.517071583834859
2015,процент,,Атырауская,1.8187710130838093
2015,процент,,Западно-Казахстанская,6.146280737090474
2015,процент,,Жамбылская,1.6089690422589304
2015,процент,,Карагандинская,4.146979485435793
2015,процент,,Костанайская,12.101909086683964
2015,процент,,Кызылординская,0.19276713115342417
2015,процент,,Мангистауская,0.021662141126330584
2015,процент,,Туркестанская,0.8777980027416062
2015,процент,,Павлодарская,0.2449368380468555
2015,процент,,Северо-Казахстанская,5.927788523533204
2015,процент,,Восточно-Казахстанская,5.177975097812227
2015,процент,город,,3.8022343269907144
2015,процент,город,Акмолинская,8.437282699703408
2015,процент,город,Актюбинская,8.516055948332252
2015,процент,город,Алматинская,5.439152026330836
2015,процент,город,Атырауская,0.3052387366394035
2015,процент,город,Западно-Казахстанская,9.98082997663896
2015,процент,город,Жамбылская,1.7715411096788691
2015,процент,город,Карагандинская,4.389870112249086
2015,процент,город,Костанайская,17.074833628939427
2015,процент,город,Кызылординская,0.19309657094939148
2015,процент,город,Мангистауская,0.0
2015,процент,город,Туркестанская,0.1563137066069158
2015,процент,город,Павлодарская,0.08188739376770539
2015,процент,город,Северо-Казахстанская,11.930715998881036
2015,процент,город,Восточно-Казахстанская,7.203356958990091
2015,процент,село,,4.752145445199468
2015,процент,село,Акмолинская,1.4781732036376274
2015,процент,село,Актюбинская,15.678638662286367
