Year,Units,Местность,Регионы,Value
2015,процент,село,Алматинская,1.163887734238359
2015,процент,село,Атырауская,0.9282299046236264
2015,процент,село,Западно-Казахстанская,11.419186038789993
2015,процент,село,Жамбылская,1.0607451795293095
2015,процент,село,Карагандинская,18.800867883405168
2015,процент,село,Костанайская,21.155305812643846
2015,процент,село,Кызылординская,0.15953861133997455
2015,процент,село,Мангистауская,0.0
2015,процент,село,Туркестанская,0.2231180193104905
2015,процент,село,Павлодарская,0.6901886838065537
2015,процент,село,Северо-Казахстанская,0.17230151956997422
2015,процент,село,Восточно-Казахстанская,11.834296705892562
2016,процент,,,3.041477748548792
2016,процент,,Акмолинская,4.921908821472576
2016,процент,,Актюбинская,5.79742458759472
2016,процент,,Алматинская,5.481125430641963
2016,процент,,Атырауская,1.7817728239649444
2016,процент,,Западно-Казахстанская,6.167319184009891
2016,процент,,Жамбылская,1.6016048801457492
2016,процент,,Карагандинская,4.163638298704571
2016,процент,,Костанайская,12.1569828359244
2016,процент,,Кызылординская,0.19122014728019854
2016,процент,,Мангистауская,0.010380545868419166
2016,процент,,Туркестанская,0.9666257050454776
2016,процент,,Павлодарская,0.045897765169455526
2016,процент,,Северо-Казахстанская,0.2042319466563537
2016,процент,,Восточно-Казахстанская,4.8778170639348595
2016,процент,город,,3.3102176192357926
2016,процент,город,Акмолинская,8.470308331760272
2016,процент,город,Актюбинская,8.445698236544173
2016,процент,город,Алматинская,3.4223937503099466
2016,процент,город,Атырауская,0.9333138683191793
2016,процент,город,Западно-Казахстанская,9.904541021249798
2016,процент,город,Жамбылская,1.376615720387083
2016,процент,город,Карагандинская,4.265826718331805
2016,процент,город,Костанайская,17.02692649714132
2016,процент,город,Кызылординская,0.19031706107569346
2016,процент,город,Мангистауская,0.0
2016,процент,город,Туркестанская,0.24295717700053313
2016,процент,город,Павлодарская,0.001773124311529076
2016,процент,город,Северо-Казахстанская,0.19422964692150568
2016,процент,город,Восточно-Казахстанская,6.929657539757033
2016,процент,село,,2.6264506632933036
2016,процент,село,Акмолинская,1.483874084656742
2016,процент,село,Актюбинская,0.8781366144186153
2016,процент,село,Алматинская,6.1767909509845
2016,процент,село,Атырауская,2.6186173065083116
2016,процент,село,Западно-Казахстанская,1.8392522034561578
2016,процент,село,Жамбылская,1.7749663539252947
2016,процент,село,Карагандинская,3.708299006422027
2016,процент,село,Костанайская,6.022032583397983
2016,процент,село,Кызылординская,0.19197514033980348
2016,процент,село,Мангистауская,0.018691588785046728
2016,процент,село,Туркестанская,1.6262897180748364
2016,процент,село,Павлодарская,0.16786335677702355
2016,процент,село,Северо-Казахстанская,0.21333731784354987
2016,процент,село,Восточно-Казахстанская,1.308274442976619
2017,процент,,,2.6269248163889456
2017,процент,,Акмолинская,3.2923003508275817
2017,процент,,Актюбинская,5.770211096262919
2017,процент,,Алматинская,1.8686058505893537
2017,процент,,Атырауская,1.7788225301059046
2017,процент,,Западно-Казахстанская,5.312727190346637
2017,процент,,Жамбылская,1.5284358238126348
2017,процент,,Карагандинская,4.077720913926477
2017,процент,,Костанайская,12.250728814544729
2017,процент,,Кызылординская,0.19005602609024425
2017,процент,,Мангистауская,0.016043716697133524
2017,процент,,Туркестанская,1.0315058376864912
2017,процент,,Павлодарская,0.16437708957403038
2017,процент,,Северо-Казахстанская,2.6601191328187794
2017,процент,,Восточно-Казахстанская,4.877011310126623
2017,процент,город,,2.9176441992951263
2017,процент,город,Акмолинская,0.012230831768506327
2017,процент,город,Актюбинская,7.961108182510397
2017,процент,город,Алматинская,0.042325140537350446
2017,процент,город,Атырауская,0.8817158227998763
2017,процент,город,Западно-Казахстанская,8.191247998664512
2017,процент,город,Жамбылская,0.4676534388158734
2017,процент,город,Карагандинская,4.285329069636038
2017,процент,город,Костанайская,17.025657191549726
2017,процент,город,Кызылординская,0.1885339493879285
2017,процент,город,Мангистауская,0.0
2017,процент,город,Туркестанская,0.7015189338046356
2017,процент,город,Павлодарская,0.004012474336882887
2017,процент,город,Северо-Казахстанская,5.048589713202181
2017,процент,город,Восточно-Казахстанская,6.980921170703307
2017,процент,село,,2.168463565624306
2017,процент,село,Акмолинская,6.460332571277682
2017,процент,село,Актюбинская,0.975264582820576
2017,процент,село,Алматинская,2.465451052857673
2017,процент,село,Атырауская,2.74543197463861
2017,процент,село,Западно-Казахстанская,1.8947909017600923
2017,процент,село,Жамбылская,2.329514246894784
2017,процент,село,Карагандинская,3.1440116340507327
2017,процент,село,Костанайская,6.122139334934884
2017,процент,село,Кызылординская,0.19134053776369817
2017,процент,село,Мангистауская,0.02816180235535074
2017,процент,село,Туркестанская,1.3353115727002967
2017,процент,село,Павлодарская,0.6112826374609407
2017,процент,село,Северо-Казахстанская,0.4277309384945064
2017,процент,село,Восточно-Казахстанская,1.129579478299389
2018,процент,,,2.6117563333170843
2018,процент,,Акмолинская,2.880673778696223
2018,процент,,Актюбинская,5.739705736506525
2018,процент,,Алматинская,2.078971302017338
2018,процент,,Атырауская,1.756446284825564
2018,процент,,Западно-Казахстанская,6.189964024774691
2018,процент,,Жамбылская,1.3160701775634946
2018,процент,,Карагандинская,4.120433229490408
2018,процент,,Костанайская,12.037603403088474
2018,процент,,Кызылординская,0.18868416879605449
2018,процент,,Мангистауская,0.011939956347519593
2018,процент,,Туркестанская,2.685202629674067
2018,процент,,Павлодарская,0.3156884702466956
2018,процент,,Северо-Казахстанская,1.1010616684828844
2018,процент,,Восточно-Казахстанская,4.927390061902988
2018,процент,город,,3.055752666361349
2018,процент,город,Акмолинская,5.404385758075925
2018,процент,город,Актюбинская,7.52041112170982
2018,процент,город,Алматинская,0.18825671818092332
2018,процент,город,Атырауская,0.8430577194743608
2018,процент,город,Западно-Казахстанская,9.706100364599598
2018,процент,город,Жамбылская,0.07490830190628713
2018,процент,город,Карагандинская,4.317929626570213
2018,процент,город,Костанайская,16.576350745259948
2018,процент,город,Кызылординская,0.18731367565713683
2018,процент,город,Мангистауская,0.0
2018,процент,город,Туркестанская,0.8748788629266717
2018,процент,город,Павлодарская,0.008189449259537296
2018,процент,город,Северо-Казахстанская,5.4028024322997314
2018,процент,город,Восточно-Казахстанская,6.894923191782991
2018,процент,село,,1.8978213372809793
2018,процент,село,Акмолинская,0.46174280091514086
2018,процент,село,Актюбинская,1.097411102200015
2018,процент,село,Алматинская,2.670301981945926
2018,процент,село,Атырауская,2.817986971165521
2018,процент,село,Западно-Казахстанская,1.9338413120607751
2018,процент,село,Жамбылская,2.2382420324101284
2018,процент,село,Карагандинская,3.2298010556232235
2018,процент,село,Костанайская,6.095316542040438
2018,процент,село,Кызылординская,0.18983531601670847
2018,процент,село,Мангистауская,0.020552111935022443
2018,процент,село,Туркестанская,7.750536662524008
2018,процент,село,Павлодарская,0.6103355973877636
2018,процент,село,Северо-Казахстанская,0.10829998441961995
2018,процент,село,Восточно-Казахстанская,1.3355704697986577
