Year,Units,Value
2013,процент,2.195585628012632
2014,процент,2.32463470864761
2015,процент,2.2992419279804124
2016,процент,2.4186024336452316
2017,процент,2.0986148516057437
2018,процент,1.9932211238728925
2019,процент,2.2
