Year,Units,Регионы,Value
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Жамбылская,1.0
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Карагандинская,3.54
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Костанайская,0.01
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Кызылординская,5.08
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Мангистауская,4.07
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Туркестанская,0.47
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Павлодарская,6.49
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Северо-Казахстанская,0.54
2014,"тнэ на тыс.долл. США, в ценах 2000 года",Восточно-Казахстанская,0.82
2014,"тнэ на тыс.долл. США, в ценах 2000 года",г.Нур-Султан,0.2
2014,"тнэ на тыс.долл. США, в ценах 2000 года",г.Алматы,0.12
2015,тнэ на тыс.долл. США в ценах  2010 года,,0.4189583579222953
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Акмолинская,0.62
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Актюбинская,3.36
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Алматинская,0.2
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Атырауская,1.43
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Западно-Казахстанская,4.72
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Жамбылская,0.24
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Карагандинская,3.06
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Костанайская,0.01
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Кызылординская,5.0
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Мангистауская,3.96
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Туркестанская,0.49
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Павлодарская,5.94
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Северо-Казахстанская,0.5
2015,"тнэ на тыс.долл. США, в ценах 2000 года",Восточно-Казахстанская,0.68
2015,"тнэ на тыс.долл. США, в ценах 2000 года",г.Нур-Султан,0.19
2015,"тнэ на тыс.долл. США, в ценах 2000 года",г.Алматы,0.13
2016,тнэ на тыс.долл. США в ценах  2010 года,,0.42022469286986935
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Акмолинская,0.39
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Актюбинская,3.43
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Алматинская,0.13
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Атырауская,1.42
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Западно-Казахстанская,5.46
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Жамбылская,0.37
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Карагандинская,2.7
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Костанайская,0.05
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Кызылординская,5.4
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Мангистауская,4.14
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Туркестанская,0.71
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Павлодарская,6.22
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Северо-Казахстанская,0.42
2016,"тнэ на тыс.долл. США, в ценах 2000 года",Восточно-Казахстанская,0.8
2016,"тнэ на тыс.долл. США, в ценах 2000 года",г.Нур-Султан,0.1
2016,"тнэ на тыс.долл. США, в ценах 2000 года",г.Алматы,0.12
2017,тнэ на тыс.долл. США в ценах  2010 года,,0.42022469286986935
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Акмолинская,0.45
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Актюбинская,3.41
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Алматинская,0.14
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Атырауская,1.46
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Западно-Казахстанская,5.68
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Жамбылская,0.24
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Карагандинская,2.69
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Костанайская,0.02
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Кызылординская,5.96
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Мангистауская,4.15
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Туркестанская,0.7
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Павлодарская,6.31
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Северо-Казахстанская,0.22
2017,"тнэ на тыс.долл. США, в ценах 2000 года",Восточно-Казахстанская,0.84
2017,"тнэ на тыс.долл. США, в ценах 2000 года",г.Нур-Султан,0.09
2017,"тнэ на тыс.долл. США, в ценах 2000 года",г.Алматы,0.11
2018,тнэ на тыс.долл. США в ценах  2010 года,,0.42
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Акмолинская,0.43
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Актюбинская,3.69
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Алматинская,0.15
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Атырауская,1.4
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Западно-Казахстанская,5.54
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Жамбылская,0.22
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Карагандинская,2.84
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Костанайская,0.01
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Кызылординская,5.96
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Мангистауская,4.61
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Туркестанская,0.68
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Павлодарская,6.1
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Северо-Казахстанская,0.3
2018,"тнэ на тыс.долл. США, в ценах 2000 года",Восточно-Казахстанская,0.83
2018,"тнэ на тыс.долл. США, в ценах 2000 года",г.Нур-Султан,0.1
2018,"тнэ на тыс.долл. США, в ценах 2000 года",г.Алматы,0.12
