Year,Units,Регионы,Value
2016,тыс.га,Атырауская,3133.9
2016,тыс.га,Западно-Казахстанская,1875.9
2016,тыс.га,Жамбылская,2636.7
2016,тыс.га,Карагандинская,960.1
2016,тыс.га,Костанайская,769.9
2016,тыс.га,Кызылординская,2849.6
2016,тыс.га,Мангистауская,1456.3
2016,тыс.га,Павлодарская,1297.2
2016,тыс.га,Северо-Казахстанская,56.0
2016,тыс.га,Туркестанская,4066.6
2016,тыс.га,Восточно-Казахстанская,1292.6
2016,тыс.га,г.Алматы,0.1
2016,тыс.га,г.Шымкент,23.2
2017,тыс.га,,18.38984438984439
2017,тыс.га,Акмолинская,571.6
2017,тыс.га,Актюбинская,2582.5
2017,тыс.га,Алматинская,5767.9
2017,тыс.га,Атырауская,3133.9
2017,тыс.га,Западно-Казахстанская,1875.9
2017,тыс.га,Жамбылская,2636.7
2017,тыс.га,Карагандинская,960.1
2017,тыс.га,Костанайская,769.9
2017,тыс.га,Кызылординская,2849.6
2017,тыс.га,Мангистауская,1456.3
2017,тыс.га,Павлодарская,1297.2
2017,тыс.га,Северо-Казахстанская,56.0
2017,тыс.га,Туркестанская,4066.6
2017,тыс.га,Восточно-Казахстанская,1292.6
2017,тыс.га,г.Алматы,0.1
2017,тыс.га,г.Шымкент,23.2
2018,тыс.га,,21.266485998193318
2018,тыс.га,Акмолинская,571.6
2018,тыс.га,Актюбинская,2582.5
2018,тыс.га,Алматинская,5767.9
2018,тыс.га,Атырауская,3133.9
2018,тыс.га,Западно-Казахстанская,1875.9
2018,тыс.га,Жамбылская,2636.7
2018,тыс.га,Карагандинская,960.1
2018,тыс.га,Костанайская,769.9
2018,тыс.га,Кызылординская,2849.6
2018,тыс.га,Мангистауская,1456.3
2018,тыс.га,Павлодарская,1297.2
2018,тыс.га,Северо-Казахстанская,56.0
2018,тыс.га,Туркестанская,4066.6
2018,тыс.га,Восточно-Казахстанская,1292.6
2018,тыс.га,г.Алматы,0.1
2018,тыс.га,г.Шымкент,23.2
2019,тыс.га,Акмолинская,571.6
2019,тыс.га,Актюбинская,2582.5
2019,тыс.га,Алматинская,5767.9
2019,тыс.га,Атырауская,3133.9
2019,тыс.га,Западно-Казахстанская,1875.9
2019,тыс.га,Жамбылская,2636.7
2019,тыс.га,Карагандинская,960.1
2019,тыс.га,Костанайская,769.9
2019,тыс.га,Кызылординская,2849.6
2019,тыс.га,Мангистауская,1456.3
2019,тыс.га,Павлодарская,1297.2
2019,тыс.га,Северо-Казахстанская,56.0
2019,тыс.га,Туркестанская,4066.6
2019,тыс.га,Восточно-Казахстанская,1292.6
2019,тыс.га,г.Алматы,0.1
2019,тыс.га,г.Шымкент,23.2
