Year,Units,Регионы,Value
2010,тыс.га,,13.168897245879881
2010,тыс.га,Акмолинская,571.6
2010,тыс.га,Актюбинская,2582.5
2010,тыс.га,Алматинская,5767.9
2010,тыс.га,Атырауская,3133.9
2010,тыс.га,Западно-Казахстанская,1875.9
2010,тыс.га,Жамбылская,2636.7
2010,тыс.га,Карагандинская,960.1
2010,тыс.га,Костанайская,769.9
2010,тыс.га,Кызылординская,2849.6
2010,тыс.га,Мангистауская,1456.3
2010,тыс.га,Павлодарская,1297.2
2010,тыс.га,Северо-Казахстанская,56.0
2010,тыс.га,Туркестанская,4066.6
2010,тыс.га,Восточно-Казахстанская,1292.6
2010,тыс.га,г.Алматы,0.1
2010,тыс.га,г.Шымкент,23.2
2011,тыс.га,,21.991983967935877
2011,тыс.га,Акмолинская,571.6
2011,тыс.га,Актюбинская,2582.5
2011,тыс.га,Алматинская,5767.9
2011,тыс.га,Атырауская,3133.9
2011,тыс.га,Западно-Казахстанская,1875.9
2011,тыс.га,Жамбылская,2636.7
2011,тыс.га,Карагандинская,960.1
2011,тыс.га,Костанайская,769.9
2011,тыс.га,Кызылординская,2849.6
2011,тыс.га,Мангистауская,1456.3
2011,тыс.га,Павлодарская,1297.2
2011,тыс.га,Северо-Казахстанская,56.0
2011,тыс.га,Туркестанская,4066.6
2011,тыс.га,Восточно-Казахстанская,1292.6
2011,тыс.га,г.Алматы,0.1
2011,тыс.га,г.Шымкент,23.2
2012,тыс.га,,27.274929864830398
2012,тыс.га,Акмолинская,571.6
2012,тыс.га,Актюбинская,2582.5
2012,тыс.га,Алматинская,5767.9
2012,тыс.га,Атырауская,3133.9
2012,тыс.га,Западно-Казахстанская,1875.9
2012,тыс.га,Жамбылская,2636.7
2012,тыс.га,Карагандинская,960.1
2012,тыс.га,Костанайская,769.9
2012,тыс.га,Кызылординская,2849.6
2012,тыс.га,Мангистауская,1456.3
2012,тыс.га,Павлодарская,1297.2
2012,тыс.га,Северо-Казахстанская,56.0
2012,тыс.га,Туркестанская,4066.6
2012,тыс.га,Восточно-Казахстанская,1292.6
2012,тыс.га,г.Алматы,0.1
2012,тыс.га,г.Шымкент,23.2
2013,тыс.га,,17.15395157606213
2013,тыс.га,Акмолинская,571.6
2013,тыс.га,Актюбинская,2582.5
2013,тыс.га,Алматинская,5767.9
2013,тыс.га,Атырауская,3133.9
2013,тыс.га,Западно-Казахстанская,1875.9
2013,тыс.га,Жамбылская,2636.7
2013,тыс.га,Карагандинская,960.1
2013,тыс.га,Костанайская,769.9
2013,тыс.га,Кызылординская,2849.6
2013,тыс.га,Мангистауская,1456.3
2013,тыс.га,Павлодарская,1297.2
2013,тыс.га,Северо-Казахстанская,56.0
2013,тыс.га,Туркестанская,4066.6
2013,тыс.га,Восточно-Казахстанская,1292.6
2013,тыс.га,г.Алматы,0.1
2013,тыс.га,г.Шымкент,23.2
2014,тыс.га,,21.34875115633673
2014,тыс.га,Акмолинская,571.6
2014,тыс.га,Актюбинская,2582.5
2014,тыс.га,Алматинская,5767.9
2014,тыс.га,Атырауская,3133.9
2014,тыс.га,Западно-Казахстанская,1875.9
2014,тыс.га,Жамбылская,2636.7
2014,тыс.га,Карагандинская,960.1
2014,тыс.га,Костанайская,769.9
2014,тыс.га,Кызылординская,2849.6
2014,тыс.га,Мангистауская,1456.3
2014,тыс.га,Павлодарская,1297.2
2014,тыс.га,Северо-Казахстанская,56.0
2014,тыс.га,Туркестанская,4066.6
2014,тыс.га,Восточно-Казахстанская,1292.6
2014,тыс.га,г.Алматы,0.1
2014,тыс.га,г.Шымкент,23.2
2015,тыс.га,,18.737889273356398
2015,тыс.га,Акмолинская,571.6
2015,тыс.га,Актюбинская,2582.5
2015,тыс.га,Алматинская,5767.9
2015,тыс.га,Атырауская,3133.9
2015,тыс.га,Западно-Казахстанская,1875.9
2015,тыс.га,Жамбылская,2636.7
2015,тыс.га,Карагандинская,960.1
2015,тыс.га,Костанайская,769.9
2015,тыс.га,Кызылординская,2849.6
2015,тыс.га,Мангистауская,1456.3
2015,тыс.га,Павлодарская,1297.2
2015,тыс.га,Северо-Казахстанская,56.0
2015,тыс.га,Туркестанская,4066.6
2015,тыс.га,Восточно-Казахстанская,1292.6
2015,тыс.га,г.Алматы,0.1
2015,тыс.га,г.Шымкент,23.2
2016,тыс.га,,13.521250000000002
2016,тыс.га,Акмолинская,571.6
2016,тыс.га,Актюбинская,2582.5
2016,тыс.га,Алматинская,5767.9
