Year,Value,Units
2011,0.4861384507214093,тнэ на тыс_долл; США в ценах  2010 года
2012,0.443292989072438,тнэ на тыс_долл; США в ценах  2010 года
2013,0.4610388251259937,тнэ на тыс_долл; США в ценах  2010 года
2014,0.4162673684542015,тнэ на тыс_долл; США в ценах  2010 года
2015,0.4189583579222953,тнэ на тыс_долл; США в ценах  2010 года
2016,0.42022469286986935,тнэ на тыс_долл; США в ценах  2010 года
2017,0.42022469286986935,тнэ на тыс_долл; США в ценах  2010 года
2018,0.42,тнэ на тыс_долл; США в ценах  2010 года
