Year,Value,Units
2010,18.4,кв_м
2011,18.7,кв_м
2012,19.6,кв_м
2013,20.9,кв_м
2014,21.0,кв_м
2015,21.0,кв_м
2016,21.4,кв_м
2017,21.6,кв_м
2018,21.9,кв_м
2019,22.2,кв_м
