Year,Value,Units
2010,18.560472786331275,тонн СО2-экв/душу населения
2011,17.777267417253032,тонн СО2-экв/душу населения
2012,18.112558017071134,тонн СО2-экв/душу населения
2013,18.50093866196633,тонн СО2-экв/душу населения
2014,19.81363395408512,тонн СО2-экв/душу населения
2015,20.246704270202173,тонн СО2-экв/душу населения
2016,20.11730857885633,тонн СО2-экв/душу населения
2017,21.258322309736954,тонн СО2-экв/душу населения
2018,21.9608603762728,тонн СО2-экв/душу населения
